gotu	covered_length	total_length	coverage_ratio	strain
G002893965	3834463	6700073	0.5723016749220493	Rhodococcus qingshengii
G002949675	3825229	4578479	0.8354802981514167	Shigella dysenteriae
G900013535	3810516	5529371	0.6891409529221316	Agrobacterium tomkonis
G010811875	3804973	9998921	0.3805383600890536	Bradyrhizobium uaiense
G001997185	3802214	4955161	0.7673240082411046	Stenotrophomonas maltophilia
G001591205	3792696	4939323	0.7678574573883911	Stenotrophomonas maltophilia
G003572535	3754271	4119288	0.911388327303165	Shigella boydii
G020889685	3740143	9053269	0.4131262420237375	Bradyrhizobium oropedii
G000597745	3737587	4887656	0.7646992750717317	Stenotrophomonas maltophilia
G003002115	3733389	9622647	0.38797941979997813	Paraburkholderia insulsa
G015099595	3712873	6726127	0.5520075669103482	Rhodococcus qingshengii
G001729785	3711993	4661849	0.7962490848588188	Enterobacter hormaechei
G020889785	3658412	8478627	0.4314863715552058	Bradyrhizobium acaciae
G001189235	3619366	8268532	0.43772776110680833	Bradyrhizobium embrapense
G000478365	3604590	5778539	0.6237891619317616	Herbaspirillum huttiense
G000241465	3585617	4265036	0.8407002895168998	Sphingomonas echinoides
G000379145	3555424	9484787	0.374855439558105	Bradyrhizobium elkanii
G900475405	3550080	4481118	0.7922308673862193	Stenotrophomonas maltophilia
G012871055	3549299	9650015	0.36780243346772	Bradyrhizobium elkanii
G012689435	3542119	9187647	0.38553059341526724	Bradyrhizobium brasilense
G004367745	3521396	5691775	0.6186815185069684	Herbaspirillum huttiense
G006539665	3520332	9265994	0.37991952077672403	Bradyrhizobium elkanii
G001457475	3518637	6813182	0.5164454729082535	Achromobacter xylosoxidans
G013343135	3511667	6806438	0.515933150349713	Achromobacter xylosoxidans
G001598595	3502672	6793977	0.5155554692045616	Achromobacter xylosoxidans
G009759865	3481010	9054233	0.38446216261498906	Bradyrhizobium pachyrhizi
G001189245	3436507	8714433	0.3943465971911196	Bradyrhizobium pachyrhizi
G000019725	3433168	6899270	0.4976132257470718	Methylobacterium radiotolerans
G003031105	3422219	6476043	0.5284429087330026	Achromobacter xylosoxidans
G011516645	3412193	10743859	0.3175947301616672	Bradyrhizobium septentrionale
G007991055	3357549	6794550	0.4941532551824624	Methylobacterium radiotolerans
G014784575	3317633	5289884	0.6271655484316858	Ochrobactrum sp. MT180101
G000961515	3311790	9059043	0.36557835082579915	Paraburkholderia fungorum
G001729745	3305016	4678586	0.7064134334604515	Enterobacter hormaechei
G002980555	3293659	5438560	0.6056123312053191	Phyllobacterium myrsinacearum
G015326295	3292544	4858687	0.6776612693923276	Brucella anthropi
G004217385	3288979	5424426	0.6063275635062585	Phyllobacterium myrsinacearum
G003182235	3285575	5420815	0.6061035102655228	Phyllobacterium myrsinacearum
G004216655	3274502	5591138	0.58565930585151	Phyllobacterium myrsinacearum
G000429225	3172911	3533193	0.8980293462598845	Actinomyces dentalis
G000381265	3163016	6833943	0.4628390959655356	Curvibacter lanceolatus
G902833645	3136678	8927201	0.3513618658300625	Paraburkholderia fungorum
G001439735	3124506	6015932	0.5193718944961478	Pseudomonas paralactis
G001875655	3114982	4890273	0.6369750727617866	Enterobacter hormaechei
G016127955	3079761	3190416	0.9653164352234944	Actinomyces oris
G002252535	3069459	5584093	0.5496790615772338	Brucella lupini
G007858255	3066794	6334750	0.4841223410552903	Pseudomonas rhodesiae
G006546825	3063732	3169314	0.9666861661545685	Actinomyces oris
G006385365	3060971	3297994	0.9281311609420757	Tannerella forsythia
G016127855	3060422	3152123	0.9709081783927848	Actinomyces naeslundii
G001006485	3059962	3284548	0.9316234684346217	Tannerella forsythia
G900454835	3059670	3171743	0.9646651699081547	Prevotella denticola
G900637655	3055443	3168212	0.9644061066620542	Prevotella oris
G900096715	3053878	3274308	0.9326789049777846	Tannerella forsythia
G000382065	3052573	4424285	0.6899584904679513	[Pseudomonas] hibiscicola
G000213995	3037022	4861256	0.6247401906009475	Enterobacter hormaechei
G018128205	3032604	3106584	0.976186061603356	Prevotella denticola
G000685055	3030034	8698674	0.34833286084752685	Paraburkholderia fungorum
G001956585	3028151	3120610	0.9703714978802221	Actinomyces naeslundii
G000285995	3019280	3119181	0.9679720413788107	Actinomyces naeslundii
G900454235	2986803	5239844	0.5700175425069907	Brucella anthropi
G000017405	2986258	5205877	0.5736320700623545	Brucella anthropi
G000312305	2974316	4082135	0.7286177453709884	Prevotella conceptionensis
G000613505	2965333	3079859	0.9628145314444589	Prevotella oris
G000421205	2956030	3057926	0.966678068730244	Prevotella denticola
G000377685	2954009	3064115	0.9640659701088242	Prevotella oris
G002847555	2926019	3015302	0.9703900305840012	Actinomyces oris
G000711965	2924726	4027792	0.7261363049531853	Actinomyces israelii
G000144405	2913607	3168302	0.9196115143064013	Prevotella melaninogenica
G020735785	2913386	3168247	0.9195577238769578	Prevotella melaninogenica
G000191065	2889650	3057887	0.9449825974602724	Prevotella multiformis
G002849795	2885240	3913026	0.7373424045738516	Prevotella jejuni
G000477535	2879612	3100528	0.9287489098630943	Prevotella salivae
G001439695	2845329	6999747	0.40649026314808234	Pseudomonas veronii
G900105675	2838851	6842016	0.4149144053448574	Pseudomonas synxantha
G901482615	2837533	6841780	0.4147360774535282	Pseudomonas synxantha
G018128125	2830737	2999534	0.9437255920419638	Prevotella histicola
G000314675	2829089	5262028	0.537642331055631	Afipia broomeae
G018127985	2827292	3025511	0.9344841251610059	Prevotella multiformis
G000613925	2826129	2950887	0.9577218646461216	Prevotella histicola
G001439725	2812805	6794239	0.41399853611272724	Pseudomonas synxantha
G000185845	2812799	3275361	0.8587752617192426	Prevotella salivae
G003965815	2810726	6301208	0.4460614536133389	Variovorax gossypii
G018127825	2806618	2887147	0.9721077589745171	Prevotella nigrescens
G000012945	2805549	8676317	0.3233571341388287	Burkholderia lata
G002091795	2802327	6769992	0.4139335762878302	Pseudomonas synxantha
G001439685	2787728	6215074	0.44854301010736153	Pseudomonas libanensis
G003990875	2776173	6652154	0.4173344453540913	Rhodococcus erythropolis
G003851555	2773728	6562330	0.42267426356187515	Pseudomonas synxantha
G003798325	2768589	3072768	0.9010081464008998	Propionibacterium acidifaciens
G003244875	2762114	4584792	0.6024513216739167	Stenotrophomonas sepilia
G900637555	2739439	3172010	0.8636287401363804	Lautropia mirabilis
G000696675	2735733	6806546	0.40192676285446394	Rhodococcus erythropolis
G001552595	2729531	6590249	0.41417721849356526	Rhodococcus erythropolis
G019704495	2714098	4615174	0.5880814027813469	Stenotrophomonas pavanii
G000377625	2712139	2846286	0.9528694586559467	Prevotella veroralis
G000426605	2706528	3045581	0.888673786709334	Propionibacterium acidifaciens
G000186425	2705053	3152065	0.8581843965781163	Lautropia mirabilis
G000613325	2702036	2835730	0.9528537625232304	Prevotella veroralis
G013410305	2700882	2800016	0.9645952023131297	Corynebacterium durum
G009659625	2699281	6010377	0.4491034422632723	Pseudomonas haemolytica
G016405625	2688543	6042215	0.44495983674860956	Pseudomonas haemolytica
G003952165	2687639	7185653	0.3740284981754616	Variovorax guangxiensis
G000956535	2679792	3049053	0.8788932170086909	Microbacterium ginsengisoli
G000318135	2674593	2809956	0.9518273595743136	Corynebacterium durum
G002028325	2649467	6852809	0.3866249591955649	Pseudomonas veronii
G000468135	2641254	2710958	0.9742880561041521	Prevotella pleuritidis
G900101085	2639367	7107763	0.3713358197227454	Pseudomonas grimontii
G019840805	2635925	4410127	0.5976982068770356	Escherichia ruysiae
G900454985	2634061	2716066	0.9698074347236039	Prevotella nigrescens
G013285305	2622232	5779157	0.45373953329179323	Pseudomonas rhodesiae
G900187995	2620276	3648758	0.7181281959505125	Prevotella jejuni
G019145205	2611818	6481565	0.4029610132738004	Pseudomonas khavaziana
G900637985	2607573	2707814	0.962980839895207	Rothia aeria
G000721785	2604995	29624778	0.08793297961591476	Aureobasidium pullulans
G902499175	2601487	8900482	0.29228608068641676	Burkholderia aenigmatica
G019930605	2598494	2673097	0.972091173646149	Prevotella nigrescens
G002223275	2591732	9327424	0.2778614974509575	Burkholderia aenigmatica
G008692035	2589338	6942827	0.37295153688835975	Pseudomonas panacis
G007858185	2581841	7041317	0.3666701840010896	Pseudomonas grimontii
G000730485	2580874	2607395	0.9898285453489019	Cutibacterium acnes
G000022305	2573824	3796573	0.6779334942328252	Acidovorax ebreus
G900101175	2572999	4424321	0.5815579384949691	Stenotrophomonas pavanii
G007858175	2572276	6802296	0.3781482017248294	Pseudomonas panacis
G000518645	2571469	6749680	0.38097643147526994	Curvibacter gracilis
G001431565	2556624	4316358	0.5923104617364917	Stenotrophomonas pavanii
G000376705	2547167	2549795	0.9989693289068337	Cutibacterium acnes
G008693165	2538257	3357822	0.7559236314491954	Actinomyces johnsonii
G000220235	2537451	2669653	0.95047970653864	Prevotella nigrescens
G000378085	2536688	3509189	0.7228701560389025	Prevotella loescheii
G006546835	2530186	3349114	0.7554792103224912	Actinomyces johnsonii
G001953955	2528617	2674190	0.9455637034017778	Prevotella intermedia
G000473485	2525659	8612770	0.29324584309113094	Burkholderia cepacia
G002302415	2519319	2838633	0.8875113478917493	Capnocytophaga gingivalis
G002763715	2513004	2764760	0.9089411015784372	Prevotella intermedia
G002099195	2511026	8099754	0.3100126250747862	Burkholderia puraquae
G902859845	2507651	8079290	0.31038012003530013	Burkholderia puraquae
G016726365	2505422	2583917	0.9696217022450798	Rothia aeria
G000613485	2505189	3476175	0.7206740166993895	Prevotella loescheii
G001028665	2504119	7961406	0.31453225724199974	Burkholderia pyrrocinia
G014054945	2503493	2864419	0.8739967860847173	Neisseria sicca
G900167385	2501595	2842183	0.8801667591425324	Prevotella oulorum
G016907475	2499686	4854892	0.5148798366678393	Nocardioides cavernae
G000613785	2497132	2830498	0.8822235521805704	Prevotella oulorum
G000698925	2495047	3476112	0.7177694504664982	Prevotella loescheii
G004136195	2494920	2495002	0.9999671342948824	Cutibacterium acnes
G003030305	2494919	2495001	0.9999671342817097	Cutibacterium acnes
G014779675	2494691	4848474	0.5145311700134929	Nocardioides cavernae
G008728435	2494142	2494216	0.9999703313586313	Cutibacterium acnes
G011612265	2492559	2866540	0.8695357469283527	Corynebacterium matruchotii
G001431665	2487254	4486776	0.5543521673468879	Stenotrophomonas maltophilia
G000231215	2484461	2488626	0.9983263857244922	Cutibacterium acnes
G000175375	2482375	2856128	0.8691399685168172	Corynebacterium matruchotii
G000613725	2480072	2561068	0.9683741314170494	Prevotella pleuritidis
G900447555	2479946	2855359	0.8685233625614153	Corynebacterium matruchotii
G000472405	2478928	2479174	0.9999007734027543	Cutibacterium acnes
G002214645	2477022	4061276	0.6099122541782435	Diaphorobacter polyhydroxybutyrativorans
G019375915	2476275	2627331	0.9425059118930961	Prevotella nanceiensis
G000174655	2473756	2831972	0.8735100488281664	Neisseria sicca
G018128145	2464247	3261808	0.755484994824956	Prevotella fusca
G001262015	2463997	3261826	0.7554041815841801	Prevotella fusca
G900455005	2463523	2607183	0.9448983826605191	Prevotella intermedia
G902832895	2461220	7861958	0.3130543307405102	Burkholderia pyrrocinia
G900446695	2460391	3053618	0.8057297933140295	Capnocytophaga sputigena
G006716905	2457837	4651494	0.5283973278262855	Acidovorax temperans
G000224615	2457037	2806193	0.8755766264116545	Prevotella oulorum
G002209445	2452215	3412686	0.718558636803972	Capnocytophaga endodontalis
G000379965	2450864	2650328	0.9247398812524337	Prevotella nanceiensis
G000159995	2450792	2585819	0.9477817279554369	Alloprevotella tannerae
G000613985	2447947	2647892	0.9244889897322096	Prevotella nanceiensis
G001876955	2444356	5969184	0.40949583728697253	Brucella cytisi
G000429265	2439827	3420559	0.7132831212676056	Actinomyces gerencseriae
G000269805	2432506	3371274	0.7215390976823598	Actinomyces massiliensis
G000519165	2427268	2573667	0.9431165725791254	Prevotella intermedia
G000164695	2424364	2506025	0.9674141319420198	Rothia dentocariosa
G000439065	2422678	2564933	0.9445385123120175	Prevotella intermedia
G900455895	2421957	2490353	0.972535620452201	Rothia dentocariosa
G001883705	2402775	8199907	0.29302466479192996	Burkholderia catarinensis
G000174755	2402653	2667858	0.9005925352848615	Capnocytophaga gingivalis
G900105745	2397641	2668087	0.8986367386070994	Bifidobacterium dentium
G902374455	2394372	2749668	0.8707858548741158	Neisseria macacae
G014836715	2391374	4551034	0.5254572916836042	Escherichia whittamii
G000614245	2387623	3176117	0.7517427727001241	Prevotella fusca
G002302495	2371116	2855148	0.8304704344573381	Capnocytophaga sputigena
G900454435	2370896	2654394	0.8931967145796743	Neisseria mucosa
G900637175	2367668	2635828	0.8982634678742315	Bifidobacterium dentium
G001042595	2367538	2635669	0.8982683333908772	Bifidobacterium dentium
G001528845	2366299	8488238	0.2787738750963392	Burkholderia cepacia
G009586235	2362275	8366908	0.2823354816379002	Burkholderia cepacia
G003294055	2356734	8937558	0.2636888062712432	Burkholderia reimsis
G003269195	2347639	3055254	0.7683940516893194	Prevotella pallens
G000771725	2346191	2615403	0.8970667235603844	Bifidobacterium dentium
G000220255	2340138	3128380	0.7480350852517916	Prevotella pallens
G900458605	2330663	2538088	0.9182750952685643	Staphylococcus epidermidis
G900454935	2319697	3108834	0.7461630308984012	Prevotella pallens
G016126015	2306879	3237547	0.712539153871743	Capnocytophaga periodontitidis
G006094375	2303632	2491098	0.9247456342544532	Staphylococcus epidermidis
G001411495	2300562	8606005	0.2673205511732796	Burkholderia cepacia
G010669145	2299647	5858901	0.3925048400715424	Rhizobium oryzihabitans
G900446175	2286436	8555153	0.2672583412593556	Burkholderia cepacia
G006742205	2275894	2427061	0.9377160277388991	Staphylococcus epidermidis
G002087975	2267374	2458239	0.9223570206151639	Staphylococcus epidermidis
G006094315	2259153	8574469	0.2634743912421865	Burkholderia cepacia
G003546465	2253390	8567071	0.26302921967146065	Burkholderia cepacia
G002901875	2249130	2443605	0.9204147151442233	Staphylococcus epidermidis
G017753665	2247176	2566407	0.8756117014955149	Neisseria sicca
G902499125	2244983	8272945	0.27136442947463085	Burkholderia arboris
G004331385	2224184	4557005	0.48808021935459805	Enterobacter quasihormaechei
G900475505	2223976	2296927	0.9682397394431778	Streptococcus sanguinis
G000191105	2222886	2298449	0.9671243521174496	Streptococcus sanguinis
G020097475	2214999	4645948	0.47675931801216886	Escherichia fergusonii
G000813705	2214685	2455289	0.9020058331218851	Morococcus cerebrosus
G011761945	2214121	4788018	0.4624295480927599	Sphingomonas leidyi
G001593525	2210720	2304787	0.9591862501827718	Streptococcus sanguinis
G000026225	2208735	4643881	0.4756226526907128	Escherichia fergusonii
G003054025	2206363	2637673	0.8364808677952119	Capnocytophaga leadbetteri
G000194945	2205154	2280603	0.9669170828943047	Streptococcus sanguinis
G001457555	2201989	2455080	0.8969113022793554	Fusobacterium nucleatum
G001983205	2198648	7169668	0.30665966680744494	Pseudomonas azotoformans
G000153625	2185573	2441652	0.8951205986766337	Fusobacterium nucleatum
G001702265	2184279	6985026	0.31270878590859935	Pseudomonas aylmerensis
G002079055	2184024	12093003	0.18060228712421555	Saccharomyces paradoxus
G013892435	2182863	4784484	0.4562379140571899	Escherichia fergusonii
G004342485	2174986	5773156	0.37674124863419595	Pelomonas saccharophila
G001071155	2162271	2197474	0.9839802427696528	Streptococcus parasanguinis
G001050345	2150390	6314275	0.34056008013588257	Pseudomonas fildesensis
G902832845	2135469	7555447	0.2826396638081109	Burkholderia metallica
G020736205	2131114	2571801	0.8286465399150246	Campylobacter rectus
G004803795	2131013	2571679	0.8286465768083808	Campylobacter rectus
G900696085	2127484	9413162	0.22601162074975445	Bradyrhizobium ivorense
G900637015	2124384	4450344	0.4773527619437958	Escherichia marmotae
G902859765	2120909	5675230	0.37371331205959935	Achromobacter pulmonis
G000175615	2117849	2255638	0.9389135136045766	Rothia mucilaginosa
G000967935	2115696	6681834	0.3166340259276121	Pseudomonas marginalis
G002763625	2111385	2372880	0.8897984727419844	Fusobacterium pseudoperiodonticum
G002761955	2107434	2413077	0.8733388946975169	Fusobacterium pseudoperiodonticum
G900475395	2106121	2198648	0.957916410448603	Streptococcus sobrinus
G003172995	2106044	2198571	0.9579149365656147	Streptococcus sobrinus
G002900365	2104499	4896331	0.42981142410511053	Escherichia marmotae
G902860065	2098804	5761114	0.3643052367996884	Achromobacter pulmonis
G900453895	2096337	2406536	0.8711014503834558	Neisseria elongata
G900475015	2094908	2187611	0.9576236360120698	Streptococcus gordonii
G019046945	2094791	2187618	0.9575670889524588	Streptococcus gordonii
G902858935	2093329	2185075	0.9580124252027963	Streptococcus salivarius
G003172975	2090549	2145290	0.9744831701075379	Streptococcus sobrinus
G902810435	2087612	2146482	0.9725737276156986	Veillonella parvula
G003351545	2087180	2397276	0.8706465171302762	Neisseria elongata
G901544385	2086703	2185555	0.9547702986198013	Streptococcus gordonii
G006385165	2084308	2189519	0.9519478935784527	Streptococcus symci
G000177435	2074702	2163833	0.958808743558306	Veillonella parvula
G001553855	2073996	2167563	0.9568330885884285	Streptococcus gordonii
G001455085	2071253	2430543	0.8521770649603813	Fusobacterium hwasookii
G000008185	2070097	2843201	0.7280867585513652	Treponema denticola
G001469295	2061784	2164236	0.9526613548614846	Streptococcus gordonii
G900186885	2054595	2132142	0.9636295331174003	Veillonella parvula
G000024945	2054591	2132142	0.9636276570697448	Veillonella parvula
G900113545	2051525	2361167	0.8688606100288544	Neisseria elongata
G019334765	2051318	2291167	0.8953157932180413	Neisseria sicca
G900636435	2050716	2206150	0.9295451351902636	Streptococcus salivarius
G001439815	2049900	6189397	0.3311954298617458	Pseudomonas orientalis
G902499065	2046777	7534838	0.27164180570305557	Burkholderia metallica
G000686605	2045896	2139553	0.9562259032611017	Streptococcus sobrinus
G019334725	2043329	2284668	0.8943658334602664	Neisseria perflava
G000439045	2041135	2134654	0.9561900898225193	Streptococcus sobrinus
G013392005	2041084	6764176	0.30174909700752905	Pseudomonas allii
G900459355	2038500	2170541	0.9391667791578229	Streptococcus parasanguinis
G000785515	2036182	2188923	0.9302209351356808	Streptococcus salivarius
G015163715	2030312	6623075	0.30655126206482636	Pseudomonas cyclaminis
G001870415	2028327	6719760	0.3018451551841137	Pseudomonas azotoformans
G000164675	2028075	2153652	0.9416911367296109	Streptococcus parasanguinis
G016127215	2024576	2141704	0.9453108366048716	Haemophilus parainfluenzae
G900450845	2023847	2148373	0.942037067120095	Haemophilus parainfluenzae
G005221305	2023125	2195659	0.9214204027128075	Neisseria subflava
G001645105	2021124	6616021	0.30548935682036077	Pseudomonas marginalis
G013393365	2020248	2097818	0.9630234844014114	Veillonella nakazawae
G900450795	2019092	2129792	0.948023093334936	Fusobacterium nucleatum
G900624915	2016452	6691007	0.30136749221753917	Pseudomonas azotoformans
G003700725	2014932	6578254	0.30630194577466907	Pseudomonas marginalis
G000746485	2014414	2136444	0.942881723087523	Haemophilus parainfluenzae
G019972895	2010939	2167113	0.927934537792907	Streptococcus salivarius
G014647755	2008137	2166955	0.9267091379377975	Porphyromonas pasteri
G000807695	2002865	4508484	0.44424356391194914	Escherichia marmotae
G900143035	2002675	2163323	0.9257401691749221	Streptococcus salivarius
G900103345	1999836	6727386	0.2972679135699958	Pseudomonas azotoformans
G001730645	1999335	7141782	0.2799490379291891	Pseudomonas salomonii
G013385825	1997739	6595593	0.30288997516978383	Pseudomonas reactans
G900454815	1997284	2111759	0.9457916362615242	Porphyromonas endodontalis
G009455635	1996394	8721440	0.22890646498743328	Paraburkholderia agricolaris
G014217355	1995838	2378195	0.8392238651582398	Fusobacterium hwasookii
G001870435	1994850	7248516	0.27520805638009216	Pseudomonas costantinii
G000191405	1992501	2124937	0.9376753287273929	Haemophilus parainfluenzae
G002091515	1990080	6684722	0.2977057235888044	Pseudomonas azotoformans
G902832885	1989322	7975864	0.24941774333163153	Burkholderia seminalis
G020097375	1988586	2102930	0.9456263403917391	Porphyromonas endodontalis
G000503215	1983943	6419974	0.3090266409178604	Pseudomonas canadensis
G900475095	1981680	2019343	0.9813488842658231	Streptococcus mutans
G019048645	1981679	2019345	0.9813474171080226	Streptococcus mutans
G006739205	1981139	2018796	0.9813468027477764	Streptococcus mutans
G000292935	1978887	2362264	0.8377078091187099	Fusobacterium hwasookii
G019930725	1977987	2615469	0.7562647463992118	Capnocytophaga ochracea
G009738105	1976216	2028072	0.9744308880552565	Streptococcus mutans
G000023285	1975311	2612925	0.7559769224145354	Capnocytophaga ochracea
G900460235	1971993	2108082	0.9354441620392375	Veillonella atypica
G002213425	1965741	5426307	0.36226129483643293	Herbaspirillum aquaticum
G000347875	1962544	1999853	0.9813441287934663	Streptococcus mutans
G000160115	1961490	2169557	0.904097011509723	Shuttleworthia satelles
G006385785	1956689	2023463	0.9670001378824322	Streptococcus shenyangsis
G000174815	1954121	2065228	0.9462010974090996	Porphyromonas endodontalis
G000023905	1951946	2465610	0.7916685931676137	Leptotrichia buccalis
G000375505	1951273	1989147	0.9809596776909901	Streptococcus mutans
G900107155	1950658	6955138	0.2804628750716377	Pseudomonas salomonii
G003852045	1949593	5919814	0.32933348919408617	Pseudomonas orientalis
G900104365	1942866	6373103	0.30485400910670984	Pseudomonas extremorientalis
G001870465	1942244	6346849	0.30601704877491176	Pseudomonas extremorientalis
G008801565	1938507	6347441	0.30539976661460894	Pseudomonas extremorientalis
G014230465	1936218	7223204	0.26805528405400153	Pseudomonas cremoris
G000818035	1934759	2256647	0.8573600567567723	Neisseria elongata
G900637515	1931180	2116915	0.9122614748348422	Veillonella dispar
G000160015	1930614	2118807	0.9111797346336877	Veillonella dispar
G902499165	1930171	7932673	0.24331911828459335	Burkholderia seminalis
G900475815	1929136	2249415	0.8576167581348928	Neisseria elongata
G900625005	1928647	6341348	0.30413833147147895	Pseudomonas extremorientalis
G001718555	1921696	7424280	0.2588393756700986	Burkholderia metallica
G000954135	1919268	5072341	0.3783791349990074	Ralstonia mannitolilytica
G900636445	1917120	1950305	0.982984712647509	Streptococcus vestibularis
G013386885	1911468	6686193	0.2858828633872818	Pseudomonas salomonii
