gotu	covered_length	total_length	coverage_ratio	strain
G016027815	3830350	7274528	0.5265427530143536	Delftia lacustris
G001905915	3829640	4373348	0.8756769413273309	Shigella boydii
G013314975	3794399	4691606	0.8087633531033936	Pseudarthrobacter oxydans
G017167925	3779168	7158081	0.5279582614390644	Methylobacterium organophilum
G002949675	3713688	4578479	0.8111182774890963	Shigella dysenteriae
G900107225	3692117	7176442	0.5144773691475525	Delftia lacustris
G016127415	3655491	6796677	0.5378350332081399	Delftia acidovorans
G003572535	3653158	4119288	0.8868420950416674	Shigella boydii
G001730645	3649571	7141782	0.5110168582575049	Pseudomonas salomonii
G000263675	3647431	6179543	0.5902428383458129	Pseudomonas lactis
G000741825	3634803	6777958	0.5362681503780342	Delftia acidovorans
G001598795	3623341	6632189	0.5463265597527452	Delftia acidovorans
G902329575	3583367	6196250	0.578312204962679	Pseudomonas carnis
G002741095	3579565	5475314	0.653764332054746	Pseudomonas toyotomiensis
G900115695	3579168	5490614	0.6518702644185149	Pseudomonas toyotomiensis
G900107155	3557234	6955138	0.5114541221180658	Pseudomonas salomonii
G900455635	3511326	4884755	0.7188335955436864	Pseudomonas oleovorans
G014268375	3504086	6289056	0.5571720143690881	Pseudomonas salmasensis
G001571325	3502035	6610632	0.5297579717037645	Delftia tsuruhatensis
G013386885	3499625	6686193	0.5234107062120402	Pseudomonas salomonii
G017167985	3494332	5235458	0.6674357811675693	Pseudomonas toyotomiensis
G016307665	3449802	5989954	0.5759313009749324	Pseudomonas carnis
G000297075	3422437	4686340	0.7303006183930316	Pseudomonas oleovorans
G900455615	3384061	5049106	0.6702297396806484	Pseudomonas oleovorans
G004154835	3354245	33949929	0.0987997647947953	Alternaria arborescens
G002091775	3344957	4706474	0.7107140079813465	Pseudomonas oleovorans
G003052605	3335613	5202491	0.641156899646727	Pseudomonas indoloxydans
G000182965	3329290	14282806	0.23309775404076763	Candida albicans
G001456965	3282409	7480244	0.43881041848367514	Rhodococcus qingshengii
G900094765	3282400	7480244	0.43880921531436673	Rhodococcus qingshengii
G002197815	3257012	4855019	0.6708546351723855	Pseudomonas oleovorans
G002091815	3255692	4873207	0.6680799727982004	Pseudomonas oleovorans
G001646745	3216132	7263779	0.442762919962185	Rhodococcus qingshengii
G000007145	3196513	5076188	0.6297073709641959	Xanthomonas campestris
G000019725	3154254	6899270	0.45718662988982894	Methylobacterium radiotolerans
G002893965	3152073	6700073	0.4704535308794397	Rhodococcus qingshengii
G020889705	3131570	9771225	0.32048898679541205	Bradyrhizobium altum
G001982635	3130053	8844277	0.35390716505147907	Bradyrhizobium mercantei
G013373795	3118350	9178972	0.33972758605212	Bradyrhizobium quebecense
G020813135	3116394	4991505	0.6243395529003778	Xanthomonas campestris
G017493175	3115921	8831392	0.3528233148296441	Bradyrhizobium quebecense
G007991055	3081507	6794550	0.4535262820937369	Methylobacterium radiotolerans
G015099595	3076278	6726127	0.45736246133919267	Rhodococcus qingshengii
G001021565	3068702	5738402	0.5347659505207198	Delftia tsuruhatensis
G000368665	3068122	3782828	0.8110656894788767	Acinetobacter junii
G010811875	3038949	9998921	0.3039276937981608	Bradyrhizobium uaiense
G006716905	2999059	4651494	0.6447517722262998	Acidovorax temperans
G002287825	2996200	6124581	0.489208976091589	Pseudomonas moraviensis
G900444865	2993038	3344708	0.894857787286663	Acinetobacter junii
G020889685	2991370	9053269	0.33041876917608437	Bradyrhizobium oropedii
G000368765	2977865	3357864	0.8868331177200744	Acinetobacter junii
G021282425	2976889	6429648	0.46299408614592896	Pseudomonas alloputida
G000381265	2941320	6833943	0.4303986732110584	Curvibacter lanceolatus
G020731405	2939661	5064997	0.5803875105947743	Xanthomonas campestris
G020889785	2937335	8478627	0.3464399365604832	Bradyrhizobium acaciae
G001189235	2919546	8268532	0.3530912137728922	Bradyrhizobium embrapense
G003994255	2914521	3784412	0.770138399307475	Brachybacterium paraconglomeratum
G013036055	2911762	32959448	0.0883437732330954	Alternaria burnsii
G000430225	2903457	3554506	0.8168384017357123	Acinetobacter junii
G001758385	2810597	10352676	0.27148507303812075	Burkholderia contaminans
G000379145	2804150	9484787	0.29564712417896155	Bradyrhizobium elkanii
G012689435	2793511	9187647	0.3040507542355513	Bradyrhizobium brasilense
G016027055	2790475	3617515	0.7713789714762759	Acinetobacter johnsonii
G012871055	2789314	9650015	0.2890476336047146	Bradyrhizobium elkanii
G006539665	2783686	9265994	0.3004195772196701	Bradyrhizobium elkanii
G002761875	2777246	3288057	0.8446465496188175	Acinetobacter junii
G000368045	2766404	3608603	0.7666135620903712	Acinetobacter johnsonii
G900240005	2757010	8505569	0.32414174760089537	Burkholderia stabilis
G009759865	2726249	9054233	0.3011021474706913	Bradyrhizobium pachyrhizi
G013388375	2713972	4942039	0.5491603769213477	Xanthomonas campestris
G001189245	2699674	8714433	0.30979341972105356	Bradyrhizobium pachyrhizi
G011516645	2662872	10743859	0.24785060935740127	Bradyrhizobium septentrionale
G001742165	2656267	8527987	0.3114764363501023	Burkholderia stabilis
G000949655	2653773	3472014	0.7643324594889306	Acinetobacter johnsonii
G014644515	2636532	4200303	0.6277004301832511	Pseudarthrobacter scleromae
G000368805	2625064	3540638	0.7414098814959338	Acinetobacter johnsonii
G000730485	2580069	2607395	0.9895198080843141	Cutibacterium acnes
G000987075	2576018	9263576	0.278080300739153	Burkholderia contaminans
G000376705	2549276	2549795	0.9997964542247514	Cutibacterium acnes
G004136195	2495002	2495002	1.0	Cutibacterium acnes
G003030305	2495001	2495001	1.0	Cutibacterium acnes
G008728435	2494216	2494216	1.0	Cutibacterium acnes
G001730615	2493084	6290162	0.39634654878523	Pseudomonas simiae
G000231215	2488596	2488626	0.9999879451552784	Cutibacterium acnes
G000472405	2479023	2479174	0.9999390926171378	Cutibacterium acnes
G000022305	2464031	3796573	0.6490145191466093	Acidovorax ebreus
G000934565	2463314	6143950	0.40093327582418475	Pseudomonas simiae
G900111895	2447116	6240293	0.39214761229961476	Pseudomonas simiae
G003990875	2444141	6652154	0.3674209887504108	Rhodococcus erythropolis
G001717565	2426845	2649227	0.9160577783632735	Cutibacterium modestum
G000696675	2419077	6806546	0.35540448856145246	Rhodococcus erythropolis
G004723625	2418368	8901703	0.2716747570661479	Burkholderia contaminans
G014644495	2410927	4350447	0.5541791452694401	Pseudarthrobacter polychromogenes
G001457055	2408422	4117089	0.584981767457541	Priestia veravalensis
G001552595	2401008	6590249	0.36432735697846924	Rhodococcus erythropolis
G008326345	2400858	2626378	0.9141326952936706	Cutibacterium modestum
G000204235	2399682	2623710	0.9146140388991162	Cutibacterium modestum
G002214645	2383880	4061276	0.5869780827503475	Diaphorobacter polyhydroxybutyrativorans
G900458605	2356609	2538088	0.9284977510630049	Staphylococcus epidermidis
G006094375	2325869	2491098	0.9336722200411224	Staphylococcus epidermidis
G003390495	2314992	5106636	0.45333013749168727	Mycobacteroides chelonae
G910576415	2306984	2517860	0.9162479248250498	Staphylococcus pasteuri
G003970495	2298003	2464792	0.9323314097092168	Staphylococcus pasteuri
G006742205	2294234	2427061	0.9452724921211292	Staphylococcus epidermidis
G002087975	2290032	2458239	0.9315741878637512	Staphylococcus epidermidis
G002901875	2272912	2443605	0.930147057319002	Staphylococcus epidermidis
G003571725	2255860	2541649	0.8875576446629727	Staphylococcus warneri
G900636385	2234776	2427576	0.9205792115262302	Staphylococcus warneri
G017303255	2231502	4074898	0.547621560097946	Priestia flexa
G001591565	2211200	3911323	0.5653330088054604	Priestia flexa
G002901765	2207152	2401790	0.918961274715941	Staphylococcus warneri
G900101755	2201658	5284214	0.416648152402609	Pseudomonas alcaliphila
G002091495	2197883	5327833	0.4125285083072236	Pseudomonas alcaliphila
G011761945	2186066	4788018	0.456570129853313	Sphingomonas leidyi
G019840805	2167456	4410127	0.4914724677996801	Escherichia ruysiae
G000518645	2163601	6749680	0.32054867786324687	Curvibacter gracilis
G014230465	2135627	7223204	0.29566200816147514	Pseudomonas cremoris
G013409125	2111831	4934017	0.4280145366341462	Pseudomonas sediminis
G000954135	2110188	5072341	0.4160185602663543	Ralstonia mannitolilytica
G002741105	2079975	4885199	0.4257707823161349	Pseudomonas sediminis
G016127955	2045198	3190416	0.6410443026865462	Actinomyces oris
G002847555	2044457	3015302	0.6780272755432126	Actinomyces oris
G900105185	2034365	7375912	0.2758119945031882	Pseudomonas saponiphila
G006546825	2030943	3169314	0.6408146999634621	Actinomyces oris
G001702265	2016156	6985026	0.28863972732528126	Pseudomonas aylmerensis
G900456935	2014717	5106144	0.39456721157883523	Serratia grimesii
G001870435	2012458	7248516	0.2776372432646903	Pseudomonas costantinii
G001983205	2012277	7169668	0.2806652971936776	Pseudomonas azotoformans
G016405625	2005283	6042215	0.3318787894836579	Pseudomonas haemolytica
G014054945	2004194	2864419	0.6996860445346857	Neisseria sicca
G900101085	1997843	7107763	0.2810790117790928	Pseudomonas grimontii
G000379045	1993267	4096265	0.48660596909623766	Sphingomonas melonis
G009659625	1986220	6010377	0.3304651272291239	Pseudomonas haemolytica
G001439695	1983987	6999747	0.2834369585072146	Pseudomonas veronii
G001590905	1980834	5073079	0.3904599159603073	Serratia grimesii
G900186025	1979271	5090820	0.3887921788631301	Serratia grimesii
G000174655	1976192	2831972	0.6978148089034779	Neisseria sicca
G900475215	1971708	6515171	0.3026333460779464	Pseudomonas fluorescens
G900215245	1970497	6511547	0.3026157992870204	Pseudomonas fluorescens
G013385825	1964471	6595593	0.2978460011101352	Pseudomonas reactans
G001439735	1963283	6015932	0.32634727254230933	Pseudomonas paralactis
G007858165	1960190	6374965	0.3074824724527899	Pseudomonas fluorescens
G008692035	1956304	6942827	0.2817734044071673	Pseudomonas panacis
G000503215	1955737	6419974	0.3046331651810428	Pseudomonas canadensis
G002943685	1954980	6444894	0.30333780509035524	Pseudomonas fluorescens
G002091595	1952181	6365655	0.30667401862023624	Pseudomonas fluorescens
G007858175	1947480	6802296	0.2862974501550653	Pseudomonas panacis
G001269845	1942524	6388470	0.3040671710127777	Pseudomonas fluorescens
G007858185	1942343	7041317	0.2758493901069928	Pseudomonas grimontii
G020097475	1936544	4645948	0.4168242950631389	Escherichia fergusonii
G019355975	1936458	3860338	0.501629131956839	Acinetobacter septicus
G016726205	1933325	3612576	0.5351652117491784	Acinetobacter ursingii
G000026225	1927224	4643881	0.415002882287466	Escherichia fergusonii
G901482635	1922666	2485060	0.7736899712682993	Staphylococcus capitis
G902374455	1917529	2749668	0.6973674639992901	Neisseria macacae
G014836715	1904070	4551034	0.41838184465332495	Escherichia whittamii
G901482615	1902540	6841780	0.278076757802794	Pseudomonas synxantha
G900105675	1902266	6842016	0.2780271194922666	Pseudomonas synxantha
G905397375	1895661	4824326	0.39293799797111556	Ralstonia mannitolilytica
G001439725	1881945	6794239	0.27699128629416775	Pseudomonas synxantha
G002091795	1876574	6769992	0.2771899878168246	Pseudomonas synxantha
G013892435	1874444	4784484	0.3917755812330023	Escherichia fergusonii
G002902325	1872999	2435909	0.7689117286401093	Staphylococcus capitis
G003851555	1872748	6562330	0.28537851647204576	Pseudomonas synxantha
G014635765	1869100	2429314	0.7693941581862205	Staphylococcus capitis
G000967935	1866129	6681834	0.27928395108289134	Pseudomonas marginalis
G900186865	1862864	5004261	0.37225556380852237	Stenotrophomonas maltophilia
G007556755	1862022	3011266	0.6183518825636792	Tepidimonas fonticaldi
G000368825	1860748	3535919	0.5262416927537085	Acinetobacter ursingii
G000371765	1859527	3929704	0.47319772685169165	Sphingomonas melonis
G001870415	1858631	6719760	0.27659187232877364	Pseudomonas azotoformans
G013392005	1848804	6764176	0.27332287036883723	Pseudomonas allii
G014138885	1848472	2552487	0.7241846873265172	Micrococcus yunnanensis
G900624915	1845120	6691007	0.2757611821359625	Pseudomonas azotoformans
G900103345	1840030	6727386	0.27351336759924283	Pseudomonas azotoformans
G000181695	1839763	8959438	0.20534357177314025	Malassezia globosa
G001050345	1839132	6314275	0.29126574309798037	Pseudomonas fildesensis
G900453115	1836626	2691516	0.6823760289740057	Moraxella osloensis
G001997185	1835127	4955161	0.37034659418735333	Stenotrophomonas maltophilia
G001591205	1830236	4939323	0.3705438984249461	Stenotrophomonas maltophilia
G009724245	1828314	6567642	0.2783821042620776	Pseudomonas spelaei
G002091515	1824762	6684722	0.27297500180261797	Pseudomonas azotoformans
G019334765	1822608	2291167	0.7954933010121044	Neisseria sicca
G001439685	1819689	6215074	0.29278637712117345	Pseudomonas libanensis
G019334725	1817258	2284668	0.7954144759763782	Neisseria perflava
G000175615	1815020	2255638	0.8046592582675057	Rothia mucilaginosa
G001553955	1813781	2649217	0.6846479544710758	Moraxella osloensis
G000597745	1801718	4887656	0.36862618809507053	Stenotrophomonas maltophilia
G001645105	1801024	6616021	0.2722216268660574	Pseudomonas marginalis
G003700725	1796382	6578254	0.2730788443255612	Pseudomonas marginalis
G002563895	1786427	6311648	0.283036538159289	Pseudomonas lurida
G015163715	1786403	6623075	0.26972410851454953	Pseudomonas cyclaminis
G001708485	1783255	6253346	0.2851681323886444	Pseudomonas lurida
G900104365	1775312	6373103	0.2785632053961783	Pseudomonas extremorientalis
G001870465	1774739	6346849	0.2796252124479407	Pseudomonas extremorientalis
G008801565	1772510	6347441	0.2792479678030879	Pseudomonas extremorientalis
G004462915	1772369	2514041	0.7049881048081554	Micrococcus aloeverae
G001679175	1765146	2596448	0.6798310615117268	Moraxella osloensis
G002028325	1762232	6852809	0.25715469379053174	Pseudomonas veronii
G900625005	1761866	6341348	0.2778377720320664	Pseudomonas extremorientalis
G900105935	1759303	6711087	0.26214873983901565	Pseudomonas costantinii
G900103795	1755983	6377174	0.2753544124717312	Pseudomonas antarctica
G010634845	1752832	6368843	0.27521984762381485	Pseudomonas antarctica
G001457615	1737037	6316979	0.274979068317308	Pseudomonas aeruginosa
G001045685	1735414	6317050	0.2747190539888081	Pseudomonas aeruginosa
G014874165	1734305	2469511	0.7022868090079372	Micrococcus yunnanensis
G000006765	1731783	6264404	0.27644816649756304	Pseudomonas aeruginosa
G001942545	1719794	5035431	0.3415385892488647	Mycobacteroides chelonae
G008801675	1718297	6425153	0.26743285334995137	Pseudomonas aeruginosa
G001042925	1717565	6291623	0.272992358251599	Pseudomonas aeruginosa
G012987025	1716961	6291623	0.2728963575853162	Pseudomonas aeruginosa
G001632805	1716935	5029817	0.3413513851497977	Mycobacteroides chelonae
G004355245	1716656	5030282	0.34126436649078523	Mycobacteroides chelonae
G900167195	1715787	6285172	0.2729896651992976	Pseudomonas aeruginosa
G002102055	1715430	5023925	0.34145215145528646	Mycobacteroides chelonae
G002813445	1714955	6792797	0.2524666937639974	Pseudomonas tolaasii
G019145205	1708320	6481565	0.2635659751927197	Pseudomonas khavaziana
G900475405	1707634	4481118	0.38107320539204725	Stenotrophomonas maltophilia
G016599755	1705637	2523226	0.6759747244202462	Corynebacterium kefirresidentii
G019890915	1704947	2543784	0.6702404763926497	Micrococcus luteus
G016028755	1701050	2435828	0.698345696001524	Moraxella osloensis
G900624995	1700410	6210654	0.2737892015881097	Pseudomonas antarctica
G900625075	1699107	6753054	0.2516057179462803	Pseudomonas tolaasii
G000971805	1698191	4898027	0.3467091953555993	Mycobacteroides chelonae
G008801395	1693609	6745708	0.25106467697682733	Pseudomonas tolaasii
G020523825	1689334	6624585	0.25500978551864	Methylobacterium brachiatum
G900101185	1684608	6695668	0.25159670401818013	Pseudomonas gessardii
G013778505	1678007	6394355	0.2624200564404072	Pseudomonas sivasensis
G000023205	1668543	2501097	0.6671244657844138	Micrococcus luteus
G900475555	1667258	2495693	0.6680541236442142	Micrococcus luteus
G005221305	1658050	2195659	0.755149137457137	Neisseria subflava
G006385785	1652952	2023463	0.8168926241794389	Streptococcus shenyangsis
G013778535	1646191	6184540	0.2661784061547019	Pseudomonas sivasensis
G900102035	1643711	6674429	0.24626990563537346	Pseudomonas extremaustralis
G008710205	1641643	5178271	0.3170253159790208	Sphingobium limneticum
G008710165	1641140	5154535	0.31838759461328714	Sphingobium limneticum
G900637015	1640900	4450344	0.3687130702705229	Escherichia marmotae
G001431625	1639693	4813172	0.340667858950397	Stenotrophomonas geniculata
G002900365	1639157	4896331	0.3347725061888177	Escherichia marmotae
G013004645	1636202	4574378	0.3576884114080647	Stenotrophomonas maltophilia
G002901925	1633562	2471905	0.6608514485791323	Staphylococcus capitis
G003860525	1629016	3276391	0.4971982892151761	Epilithonimonas vandammei
G003812505	1628756	2257471	0.72149586860695	Staphylococcus hominis
G004682045	1627910	6766492	0.24058404266198793	Pseudomonas nabeulensis
G001675355	1627120	2742603	0.5932758040445518	Tepidimonas fonticaldi
G900458635	1626069	2257130	0.7204144200821397	Staphylococcus hominis
G907163105	1625495	2718917	0.5978464954980237	Cloacibacterium caeni
G001028645	1622711	2503285	0.6482326223342528	Staphylococcus capitis
G000369885	1621803	3510425	0.4619961970416687	Acinetobacter ursingii
G002902465	1621382	2425690	0.6684209441437282	Staphylococcus hominis
G902859645	1619680	6826023	0.2372801849627521	Achromobacter insuavis
G008868275	1616741	2413364	0.6699117911761342	Micrococcus luteus
G011058205	1614932	3454797	0.4674462783196813	Acinetobacter lwoffii
G000241465	1613559	4265036	0.3783224807481109	Sphingomonas echinoides
G003860565	1608724	2759562	0.582963528270066	Cloacibacterium normanense
G014268275	1603699	6240195	0.2569950137776143	Pseudomonas tritici
G004682055	1603626	6704444	0.23918851436450211	Pseudomonas kairouanensis
G900625045	1602292	6604125	0.2426198777279352	Pseudomonas extremaustralis
G001431675	1600280	4515606	0.35438875756653704	Stenotrophomonas maltophilia
G007858235	1598933	6603421	0.24213706804397298	Pseudomonas extremaustralis
G900637555	1597895	3172010	0.5037484118902525	Lautropia mirabilis
G000242115	1595504	6588924	0.24214940102511426	Pseudomonas extremaustralis
G006385165	1594725	2189519	0.7283449013230759	Streptococcus symci
G900104195	1594719	2737106	0.5826296095218819	Cloacibacterium normanense
G900696085	1586698	9413162	0.16856163741790484	Bradyrhizobium ivorense
G002901845	1583195	2205108	0.7179671018380959	Staphylococcus hominis
G001747495	1581616	2728973	0.5795645468093675	Cloacibacterium normanense
G900625085	1575874	6513640	0.24193446367929453	Pseudomonas gessardii
G001983165	1572960	6511226	0.24157662474010272	Pseudomonas gessardii
G009671285	1569840	6511226	0.24109745230775279	Pseudomonas gessardii
G014145145	1569233	3304073	0.4749389616996961	Dietzia cercidiphylli
G000186425	1566799	3152065	0.49707065051006244	Lautropia mirabilis
G000156615	1558454	2601586	0.5990399702335422	Corynebacterium pseudogenitalium
G007858255	1555645	6334750	0.2455732270413197	Pseudomonas rhodesiae
G001439815	1552364	6189397	0.25081021624562133	Pseudomonas orientalis
G000807695	1538499	4508484	0.34124530551733134	Escherichia marmotae
G008692865	1538461	6354607	0.24210167520981235	Pseudomonas proteolytica
G007858275	1534841	6352160	0.24162505352510014	Pseudomonas proteolytica
G900447535	1529591	3098067	0.49372431261170274	Dermacoccus nishinomiyaensis
G016766835	1529168	3072433	0.49770588976228286	Dermacoccus nishinomiyaensis
G013408445	1524054	2453172	0.6212585175438168	Corynebacterium tuberculostearicum
G016728365	1522368	2451854	0.620904833648333	Corynebacterium tuberculostearicum
G900459425	1518680	1879891	0.8078553490601317	Streptococcus mitis
G002154655	1518329	2638203	0.5755163647376642	Corynebacterium kefirresidentii
G902860075	1518282	6878043	0.22074331317789087	Achromobacter insuavis
G019048305	1512920	3504577	0.4316983190838723	Acinetobacter lwoffii
G000813705	1512426	2455289	0.6159869571362068	Morococcus cerebrosus
G019047825	1507676	1868859	0.8067360887043913	Streptococcus mitis
G000148585	1507235	1868883	0.8064897588559583	Streptococcus mitis
G900699155	1505672	3495700	0.4307211717252625	Acinetobacter lwoffii
G019704495	1501566	4615174	0.32535414699424114	Stenotrophomonas pavanii
G019139815	1499018	6107031	0.2454577355182903	Pseudomonas asgharzadehiana
G900104915	1496825	6539015	0.22890680018320803	Pseudomonas cedrina
G900625035	1494629	6495504	0.2301020829176612	Pseudomonas cedrina
G002014755	1488105	1848143	0.8051893170604223	Streptococcus mitis
G003852045	1484154	5919814	0.2507095662127222	Pseudomonas orientalis
G001983175	1481509	6514948	0.22740150803966508	Pseudomonas cedrina
G000725405	1479216	3113662	0.4750727599848667	Dermacoccus nishinomiyaensis
G900453805	1478912	2291848	0.6452923579574212	Neisseria flavescens
G016937555	1477676	6276833	0.2354174469832159	Pseudomonas lactucae
G014268455	1477007	6054205	0.2439638234912759	Pseudomonas shahriarae
G016937615	1476961	6262373	0.23584685869078703	Pseudomonas lactucae
G003627155	1476626	1972481	0.7486135481152923	Streptococcus gwangjuense
G000960005	1475056	1915238	0.7701685116941079	Streptococcus mitis
G005221285	1474488	2231882	0.6606478299479991	Neisseria flavescens
G900115475	1471474	5393034	0.27284715801902976	Pseudomonas composti
G900105975	1470673	6153155	0.23901120644612397	Pseudomonas palleroniana
G000164695	1467746	2506025	0.5856868945840524	Rothia dentocariosa
G019145355	1465652	6106709	0.24000685148088766	Pseudomonas azadiae
G010093135	1464684	3046451	0.48078370536732745	Pseudoxanthomonas taiwanensis
G003244875	1463918	4584792	0.3192986726551608	Stenotrophomonas sepilia
G900105815	1463873	6032706	0.242656114851279	Pseudomonas brenneri
G019047025	1462526	4917316	0.2974236351700806	Enterobacter roggenkampii
G900455895	1462122	2490353	0.5871143568803299	Rothia dentocariosa
G015461805	1459091	6224077	0.23442688771363207	Pseudomonas pisciculturae
G001729805	1457982	4900017	0.29754631463523495	Enterobacter roggenkampii
G000757795	1455320	6286629	0.2314944941080506	Methylobacterium oryzae
G017753665	1454111	2566407	0.5665940749070588	Neisseria sicca
G008801495	1453619	6570568	0.221231863059632	Pseudomonas palleroniana
G001936175	1452739	6316684	0.22998443487120773	Methylobacterium phyllosphaerae
G012986025	1442950	6138639	0.23506024706779466	Pseudomonas proteolytica
G014138435	1440343	5972147	0.24117674933319624	Methylobacterium fujisawaense
G019141545	1439027	4077719	0.3528999913922465	Paracoccus marcusii
G014196115	1438670	3949285	0.364286193576812	Sphingomonas aquatilis
G003384605	1438329	2399950	0.5993162357549116	Cutibacterium namnetense
G003626515	1437705	1902233	0.7557985798795416	Streptococcus chosunense
G007858285	1432533	5988312	0.23922150348879617	Pseudomonas brenneri
G014646715	1429783	5987053	0.23881248420550144	Pseudomonas brenneri
G007990915	1429580	3937194	0.3630961542662109	Sphingomonas aquatilis
G008710155	1427297	5094741	0.28015104202549257	Sphingobium limneticum
G003031675	1421801	6122452	0.23222738210115818	Pseudomonas palleroniana
G900113465	1420416	6205349	0.22890187159497394	Methylobacterium phyllosphaerae
G000177435	1419961	2163833	0.6562248565392985	Veillonella parvula
G004354515	1418813	2577276	0.5505087542040511	Lactococcus cremoris
G001642025	1416937	2370174	0.5978198225109211	Cutibacterium namnetense
G900101175	1415007	4424321	0.31982466914132135	Stenotrophomonas pavanii
G001431565	1410311	4316358	0.32673633651332906	Stenotrophomonas pavanii
G004342485	1403973	5773156	0.243189860104248	Pelomonas saccharophila
G000382065	1394208	4424285	0.31512617292963724	[Pseudomonas] hibiscicola
G902810435	1382284	2146482	0.6439765159922143	Veillonella parvula
G900104265	1367671	5084671	0.2689792515582621	Pseudomonas guguanensis
G900454435	1366949	2654394	0.5149759229413569	Neisseria mucosa
G016904755	1343228	4631923	0.28999359445310297	Escherichia albertii
G006239215	1330054	4107348	0.32382306052469867	Paracoccus haeundaensis
G900186975	1323175	2175244	0.608288081704857	Cutibacterium granulosum
G016127215	1319701	2141704	0.6161920601539709	Haemophilus parainfluenzae
G900450845	1318635	2148373	0.6137830814295283	Haemophilus parainfluenzae
G001700755	1314485	2166374	0.6067673448813548	Cutibacterium granulosum
G900103965	1314296	5950238	0.2208812487836621	Pseudomonas poae
G001730605	1314092	5998024	0.21908748614543724	Pseudomonas poae
G900101415	1313725	6123913	0.2145237856906197	Pseudomonas koreensis
G000746485	1309236	2136444	0.6128108202227627	Haemophilus parainfluenzae
G900113845	1305923	5808183	0.22484191699882736	Methylobacterium brachiatum
G013285305	1305892	5779157	0.22596582858018913	Pseudomonas rhodesiae
G000221985	1304554	2195478	0.5942004429103822	Streptococcus pseudopneumoniae
G016027695	1303985	4767041	0.2735418050736295	Enterobacter asburiae
G000219605	1303392	4547930	0.2865901629972317	Pseudomonas stutzeri
G000759775	1302990	4427096	0.29432160495277265	Escherichia albertii
G011612265	1298216	2866540	0.4528860577560404	Corynebacterium matruchotii
G019047105	1296972	5602665	0.23149197747857492	Enterobacter cloacae
G011617465	1293904	3913130	0.33065704436090804	Brevibacterium pigmentatum
G016028655	1292852	4535380	0.285059245311308	Pseudomonas stutzeri
G013376815	1292617	5602650	0.23071528651620216	Enterobacter cloacae
