gotu	covered_length	total_length	coverage_ratio	strain
G900445515	5185194	5315085	0.9755618207422835	Bacteroides fragilis
G000160095	5170584	7178144	0.7203232479036363	Hungatella hathewayi
G008727715	5126094	6024810	0.8508308145817046	Mesorhizobium terrae
G001021565	5124251	5738402	0.8929752568746491	Delftia tsuruhatensis
G900102035	5113220	6674429	0.766091001941889	Pseudomonas extremaustralis
G000025985	5112396	5241720	0.9753279457887869	Bacteroides fragilis
G005706655	5112329	5241713	0.9753164662010301	Bacteroides fragilis
G020097275	5106871	5236069	0.9753253824577178	Bacteroides fragilis
G001997325	5082082	5211940	0.97508451747334	Bacteroides fragilis
G009721605	5075324	6648012	0.7634348433787423	Hungatella hathewayi
G007858235	5049200	6603421	0.7646339677570156	Pseudomonas extremaustralis
G900625045	5048824	6604125	0.7644955236310639	Pseudomonas extremaustralis
G000242115	5043213	6588924	0.7654076750619676	Pseudomonas extremaustralis
G010669145	5038669	5858901	0.8600024134219029	Rhizobium oryzihabitans
G000012825	5020172	5163189	0.9723006459767404	Phocaeicola vulgatus
G000690815	5010525	5038153	0.9945162443458943	Escherichia coli
G003697165	5007665	5034854	0.9945998434115468	Escherichia coli
G016766915	4997907	5141011	0.9721642299539915	Phocaeicola vulgatus
G012273055	4978622	5112798	0.9737568352984022	Parabacteroides distasonis
G000734955	4953402	4983265	0.9940073425756005	Escherichia coli
G000008865	4945791	5594645	0.8840223106202449	Escherichia coli
G008572545	4913386	5200059	0.9448712024228956	Bacteroides caccae
G020341455	4908411	5008092	0.9800960126131868	Ralstonia pickettii
G001189845	4823068	9771074	0.49360674169492524	Bradyrhizobium tropiciagri
G012986985	4758587	5446991	0.87361756243034	Pseudomonas chengduensis
G018292165	4748408	4920181	0.965088072979429	Bacteroides uniformis
G900102635	4735824	5413905	0.8747519581522025	Pseudomonas chengduensis
G016466415	4734010	4831460	0.979830113464667	Ralstonia pickettii
G017905455	4725693	5409165	0.8736455626700239	Pseudomonas chengduensis
G900457095	4719555	5021053	0.9399532329174777	Shigella boydii
G900455835	4714874	4810247	0.9801729516176612	Ralstonia pickettii
G013267435	4696359	5179558	0.9067103795343154	Niallia circulans
G003990875	4671414	6652154	0.7022408080149678	Rhodococcus erythropolis
G000743455	4667255	4765599	0.9793637693813516	Ralstonia pickettii
G013374815	4654547	4762774	0.9772764779517147	Shigella sonnei
G002959675	4650282	6644316	0.6998887470132366	Enterocloster bolteae
G000005845	4640589	4641652	0.9997709867090424	Escherichia coli
G001544155	4637671	4734078	0.979635527762745	Ralstonia pickettii
G002234575	4629614	6614056	0.6999659513012892	Enterocloster bolteae
G001591585	4617439	5098406	0.905663260242515	Niallia circulans
G000696675	4616542	6806546	0.6782503196187905	Rhodococcus erythropolis
G001552595	4612181	6590249	0.6998492773186566	Rhodococcus erythropolis
G900186865	4605324	5004261	0.9202805369264313	Stenotrophomonas maltophilia
G902859745	4588714	6294507	0.7290029227070524	Achromobacter dolens
G009696275	4587554	6108817	0.7509725696481004	Eisenbergiella porci
G003467385	4585074	6740819	0.6801953887205694	Enterocloster aldenensis
G016117815	4583210	4728573	0.9692585902766014	Bacteroides uniformis
G000154365	4572355	6559328	0.697076743227355	Enterocloster bolteae
G000154205	4570351	4719737	0.9683486601054254	Bacteroides uniformis
G902860115	4570269	6216827	0.7351449541703509	Achromobacter dolens
G001997185	4557702	4955161	0.9197888827426596	Stenotrophomonas maltophilia
G001591205	4541482	4939323	0.9194543462737708	Stenotrophomonas maltophilia
G900445525	4531854	4888126	0.9271148084153313	Parabacteroides distasonis
G001750725	4502260	4952790	0.9090351095039362	Enterobacter ludwigii
G000818595	4502027	4952790	0.9089880653126824	Enterobacter ludwigii
G900107315	4491571	4636012	0.9688436958316761	Bacteroides uniformis
G000597745	4480489	4887656	0.9166948328605777	Stenotrophomonas maltophilia
G014784575	4464790	5289884	0.8440241789801062	Ochrobactrum sp. MT180101
G020735945	4462819	4812066	0.9274226496477812	Parabacteroides distasonis
G000012845	4462107	4811379	0.9274070905659272	Parabacteroides distasonis
G004117055	4452806	5374818	0.8284570751977091	Brevibacillus agri
G000154105	4415111	4436217	0.9952423427438288	Parabacteroides merdae
G000006925	4408571	4828840	0.9129668823154216	Shigella flexneri
G019991125	4400961	5293674	0.8313623014941985	Phyllobacterium calauticae
G900106015	4398104	5476367	0.8031061468305539	Pseudomonas sihuiensis
G900445495	4395054	4403164	0.9981581426446983	Parabacteroides merdae
G002959715	4376093	4577828	0.9559321582200118	Bacteroides caccae
G002222615	4369211	4570803	0.9558957146041954	Bacteroides caccae
G016726305	4369150	4570941	0.9558535102509527	Bacteroides caccae
G015326295	4366347	4858687	0.8986680969570585	Brucella anthropi
G000169015	4362986	4565214	0.9557024051884534	Bacteroides caccae
G000465575	4362807	5225929	0.8348385521502493	Pseudomonas chengduensis
G018398475	4336024	5938989	0.7300946339520077	Pseudomonas qingdaonensis
G000328885	4334151	4809578	0.9011499553599089	Enterobacter hormaechei
G017848315	4318057	5909598	0.7306854036433612	Pseudomonas palmensis
G000172175	4317606	6052736	0.7133312934844672	Bacteroides intestinalis
G002806685	4301940	5755060	0.7475056732683933	Pseudomonas qingdaonensis
G000382445	4301748	4646489	0.9258061301770003	Phocaeicola massiliensis
G016726285	4297331	4549072	0.9446610209730688	Shigella boydii
G001729725	4292875	4782480	0.8976252906441846	Enterobacter hormaechei
G003710885	4262692	5184300	0.8222309665721506	Brevibacillus agri
G002252535	4259947	5584093	0.7628717859820744	Brucella lupini
G000373085	4257254	4512548	0.9434257541415626	Phocaeicola massiliensis
G900475405	4256076	4481118	0.9497799433087903	Stenotrophomonas maltophilia
G003002115	4227584	9622647	0.4393369101038415	Paraburkholderia insulsa
G013373795	4226601	9178972	0.46046561641107525	Bradyrhizobium quebecense
G008632235	4223411	5072249	0.8326505658535297	[Clostridium] symbiosum
G020889705	4222294	9771225	0.4321151135093092	Bradyrhizobium altum
G001932995	4220864	4496479	0.9387042617123309	Shigella dysenteriae
G001982635	4218379	8844277	0.4769614294079663	Bradyrhizobium mercantei
G000518645	4207821	6749680	0.6234104431617499	Curvibacter gracilis
G006540025	4203043	5121798	0.8206186577447998	Brevibacillus agri
G900457215	4202076	4745946	0.8854032473188697	Shigella dysenteriae
G017493175	4199403	8831392	0.4755086174410557	Bradyrhizobium quebecense
G900187175	4191261	4392177	0.9542559418711951	Odoribacter splanchnicus
G000190535	4191008	4392288	0.9541742253695569	Odoribacter splanchnicus
G900454195	4172369	4393145	0.9497453418906046	Odoribacter splanchnicus
G020097195	4161057	4731637	0.8794117131132417	Enterobacter hormaechei
G001729705	4154165	4724316	0.879315651196914	Enterobacter hormaechei
G006716905	4151866	4651494	0.8925876288349507	Acidovorax temperans
G013004645	4149034	4574378	0.9070159921195844	Stenotrophomonas maltophilia
G010811875	4146610	9998921	0.4147057467500743	Bradyrhizobium uaiense
G001431625	4145887	4813172	0.8613627354268661	Stenotrophomonas geniculata
G900454235	4144029	5239844	0.7908687739558659	Brucella anthropi
G000017405	4143502	5205877	0.7959277562646986	Brucella anthropi
G004345805	4135075	4432448	0.9329099856332211	Flavonifractor plautii
G001905915	4111778	4373348	0.940189987167726	Shigella boydii
G001642055	4105465	32992394	0.12443671107952942	Alternaria alternata
G003201875	4100630	6864295	0.5973854561903298	Hungatella effluvii
G000513195	4094086	7021422	0.5830850218089726	Bacteroides timonensis
G001431675	4080215	4515606	0.9035808261393931	Stenotrophomonas maltophilia
G020889685	4072590	9053269	0.44984745289243033	Bradyrhizobium oropedii
G002949675	4067595	4578479	0.8884162185738976	Shigella dysenteriae
G900013535	4044424	5529371	0.7314437754312381	Agrobacterium tomkonis
G001730645	4020431	7141782	0.5629450744926127	Pseudomonas salomonii
G003472935	3999152	5785488	0.6912384918955843	Bacteroides intestinalis
G000466485	3991726	4829055	0.8266060336856798	[Clostridium] symbiosum
G020889785	3978383	8478627	0.46922491106166125	Bradyrhizobium acaciae
G000788015	3966243	5727590	0.6924802578396847	Klebsiella pneumoniae
G000240185	3952365	5682442	0.6955398752860126	Klebsiella pneumoniae
G000701705	3948000	4634382	0.8518935210778913	Bilophila wadsworthia
G001189235	3946271	8268532	0.47726379966842963	Bradyrhizobium embrapense
G900107155	3921185	6955138	0.563782487133972	Pseudomonas salomonii
G003572535	3918327	4119288	0.9512146273822077	Shigella boydii
G000484655	3908495	4512648	0.8661200696353892	Blautia wexlerae
G001457475	3900127	6813182	0.572438399561321	Achromobacter xylosoxidans
G006364295	3895250	5573947	0.6988315461198321	Klebsiella pneumoniae
G001729785	3893553	4661849	0.8351950052436276	Enterobacter hormaechei
G013343135	3892946	6806438	0.5719505562233873	Achromobacter xylosoxidans
G015547255	3889298	4161757	0.9345326985693783	Phocaeicola massiliensis
G900452045	3888444	5594757	0.6950157084570429	Klebsiella pneumoniae
G001598595	3882871	6793977	0.5715166536477825	Achromobacter xylosoxidans
G000379145	3875721	9484787	0.40862499073516356	Bradyrhizobium elkanii
G000478365	3870313	5778539	0.6697736227098233	Herbaspirillum huttiense
G000742135	3862254	5545864	0.6964206118289233	Klebsiella pneumoniae
G012871055	3859481	9650015	0.3999455959394882	Bradyrhizobium elkanii
G012689435	3859273	9187647	0.4200502043667982	Bradyrhizobium brasilense
G000281755	3856898	5512867	0.69961745857464	Klebsiella pneumoniae
G013386885	3856170	6686193	0.5767362683069424	Pseudomonas salomonii
G002849795	3852457	3913026	0.9845211864168549	Prevotella jejuni
G900455635	3848642	4884755	0.7878884406689793	Pseudomonas oleovorans
G006539665	3834953	9265994	0.41387389199690827	Bradyrhizobium elkanii
G009648935	3825821	4917491	0.7780026440312753	Citrobacter braakii
G009193295	3814458	5760088	0.6622221743834469	Bacteroides luhongzhouii
G011516645	3805628	10743859	0.35421425392868616	Bradyrhizobium septentrionale
G020115495	3801330	5461450	0.6960294427304105	Klebsiella pneumoniae
G013314975	3800507	4691606	0.8100652527087739	Pseudarthrobacter oxydans
G004166975	3800330	4586925	0.8285136556625626	Parabacteroides merdae
G001590945	3798326	5465802	0.6949256486056392	Klebsiella pneumoniae
G004367745	3795354	5691775	0.6668137795327468	Herbaspirillum huttiense
G009759865	3794697	9054233	0.41910750474391373	Bradyrhizobium pachyrhizi
G021282425	3781354	6429648	0.5881121330436752	Pseudomonas alloputida
G003031105	3778283	6476043	0.58342463136826	Achromobacter xylosoxidans
G002741095	3772755	5475314	0.6890481532200711	Pseudomonas toyotomiensis
G000185705	3772232	4391254	0.8590329778236467	Bilophila wadsworthia
G900115695	3771311	5490614	0.686865075563498	Pseudomonas toyotomiensis
G019048805	3752747	5579627	0.6725802638778542	Citrobacter braakii
G008830385	3748244	4805258	0.7800297091227985	Butyricimonas faecihominis
G001189245	3743125	8714433	0.4295316746367779	Bradyrhizobium pachyrhizi
G000297075	3738235	4686340	0.7976875344085149	Pseudomonas oleovorans
G014647335	3737110	4794785	0.7794113813236673	Butyricimonas faecihominis
G014196975	3736653	4794265	0.779400596337499	Butyricimonas faecihominis
G007858255	3735810	6334750	0.5897328229211887	Pseudomonas rhodesiae
G003052605	3729906	5202491	0.7169461705940481	Pseudomonas indoloxydans
G002075345	3713671	5577698	0.6658071125399762	Citrobacter braakii
G018785545	3713303	4208509	0.8823321988856386	Blautia wexlerae
G000961515	3712370	9059043	0.4097971496547704	Paraburkholderia fungorum
G017167985	3689839	5235458	0.704778645917893	Pseudomonas toyotomiensis
G000241465	3683858	4265036	0.8637343272131818	Sphingomonas echinoides
G900455615	3683445	5049106	0.7295241969568474	Pseudomonas oleovorans
G002091775	3678485	4706474	0.7815797983798487	Pseudomonas oleovorans
G000174195	3663460	4052022	0.9041066410794413	Roseburia inulinivorans
G000312305	3636764	4082135	0.8908975327861524	Prevotella conceptionensis
G001439695	3629393	6999747	0.5185034544819977	Pseudomonas veronii
G000007145	3627513	5076188	0.7146136037514765	Xanthomonas campestris
G000181695	3620010	8959438	0.4040443161725099	Malassezia globosa
G004154835	3590385	33949929	0.10575530216867317	Alternaria arborescens
G900187995	3588609	3648758	0.9835152125737031	Prevotella jejuni
G001729745	3585166	4678586	0.7662926362794229	Enterobacter hormaechei
G002980555	3582469	5438560	0.6587164617104527	Phyllobacterium myrsinacearum
G004217385	3577397	5424426	0.6594977975549855	Phyllobacterium myrsinacearum
G003182235	3573902	5420815	0.659292375777443	Phyllobacterium myrsinacearum
G004216655	3564960	5591138	0.6376090162682445	Phyllobacterium myrsinacearum
G000265365	3563119	3734239	0.954175402270717	Alistipes finegoldii
G000154525	3550847	4010149	0.8854651036657242	Bacteroides stercoris
G002091815	3548294	4873207	0.7281229793850333	Pseudomonas oleovorans
G002197815	3548054	4855019	0.730801259480138	Pseudomonas oleovorans
G020813135	3546984	4991505	0.710604116393753	Xanthomonas campestris
G000163455	3541278	5451034	0.6496525246402792	Klebsiella pneumoniae
G002998535	3532811	3608975	0.9788959469101338	Bacteroides heparinolyticus
G010508875	3524857	3985392	0.8844442403658159	Flavonifractor plautii
G013302415	3524222	4180223	0.8430703338075505	Blautia faecis
G902833645	3519340	8927201	0.39422658905070024	Paraburkholderia fungorum
G001876955	3499686	5969184	0.5862921967223661	Brucella cytisi
G000959725	3486336	8899539	0.39174343749715573	Burkholderia gladioli
G000371485	3482079	5602332	0.6215409940003556	Enterocloster clostridioformis
G016698705	3476818	8201524	0.4239234074057456	Burkholderia gladioli
G900446225	3460589	8392055	0.4123649094292161	Burkholderia gladioli
G000739755	3453638	8766286	0.3939682095701646	Burkholderia gladioli
G003457795	3452759	3754680	0.9195880874002578	Roseburia inulinivorans
G900106605	3451716	3909288	0.882952599041053	Bacteroides stercoris
G000022305	3417305	3796573	0.9001025398431691	Acidovorax ebreus
G000685055	3401920	8698674	0.3910848940884553	Paraburkholderia fungorum
G000239295	3392570	3824944	0.8869593907780088	Flavonifractor plautii
G000382065	3384057	4424285	0.764882235208627	[Pseudomonas] hibiscicola
G001439735	3382543	6015932	0.5622641678795571	Pseudomonas paralactis
G000012945	3372676	8676317	0.38872208103968536	Burkholderia lata
G000949455	3368493	4113218	0.8189434647033053	Ruthenibacterium lactatiformans
G020731405	3364839	5064997	0.6643318841057556	Xanthomonas campestris
G004342845	3363740	3644688	0.9229157612393708	Bacteroides heparinolyticus
G001875655	3346252	4890273	0.6842669110702	Enterobacter hormaechei
G002028325	3341051	6852809	0.48754474260117275	Pseudomonas veronii
G002214645	3333062	4061276	0.8206932993472987	Diaphorobacter polyhydroxybutyrativorans
G000378085	3330178	3509189	0.9489879285498729	Prevotella loescheii
G003244875	3324349	4584792	0.7250817485286137	Stenotrophomonas sepilia
G000160035	3323938	3479344	0.9553346837794711	Catonella morbi
G000613485	3296592	3476175	0.9483389069882845	Prevotella loescheii
G002287825	3293727	6124581	0.5377881360373877	Pseudomonas moraviensis
G000374505	3288459	3866208	0.8505644290219253	Alistipes onderdonkii
G000429225	3287509	3533193	0.9304640306940493	Actinomyces dentalis
G000698925	3284078	3476112	0.944756095315686	Prevotella loescheii
G000213995	3268142	4861256	0.6722834592541516	Enterobacter hormaechei
G900105675	3263735	6842016	0.47701364627033904	Pseudomonas synxantha
G901482615	3263298	6841780	0.4769662280868429	Pseudomonas synxantha
G002209445	3257498	3412686	0.9545261415788033	Capnocytophaga endodontalis
G000296465	3256485	3443986	0.9455569796160611	Barnesiella intestinihominis
G900113155	3252501	5468691	0.5947494564969935	Enterocloster clostridioformis
G900096715	3238882	3274308	0.989180614652012	Tannerella forsythia
G013285305	3237628	5779157	0.5602249601455714	Pseudomonas rhodesiae
G001730615	3237263	6290162	0.5146549484735051	Pseudomonas simiae
G006385365	3236707	3297994	0.9814168855370871	Tannerella forsythia
G001439725	3234831	6794239	0.4761138075949345	Pseudomonas synxantha
G001006485	3234690	3284548	0.9848204380024284	Tannerella forsythia
G002091795	3226515	6769992	0.47659066657685856	Pseudomonas synxantha
G000368665	3208933	3782828	0.8482894279094899	Acinetobacter junii
G020297485	3202539	5868717	0.5456966147796869	Enterocloster clostridioformis
G900101085	3202132	7107763	0.45051192618549607	Pseudomonas grimontii
G003851555	3201257	6562330	0.4878232274207484	Pseudomonas synxantha
G003952165	3201197	7185653	0.4454984119049445	Variovorax guangxiensis
G900111895	3190274	6240293	0.5112378537353935	Pseudomonas simiae
G000934565	3187461	6143950	0.5187967024471227	Pseudomonas simiae
G009717905	3185761	3755357	0.8483244069738243	Ruthenibacterium lactatiformans
G900447015	3180020	5827964	0.5456485318028732	Enterocloster clostridioformis
G019704495	3165575	4615174	0.6859058835051506	Stenotrophomonas pavanii
G016405625	3164327	6042215	0.5237031452869518	Pseudomonas haemolytica
G002998435	3164092	3361794	0.9411915185760936	Bacteroides zoogleoformans
G900454835	3155413	3171743	0.9948514113533158	Prevotella denticola
G009659625	3155391	6010377	0.5249905288803015	Pseudomonas haemolytica
G001439685	3152925	6215074	0.5073028897161964	Pseudomonas libanensis
G902499175	3151931	8900482	0.3541303718158185	Burkholderia aenigmatica
G007858185	3147498	7041317	0.44700416129539405	Pseudomonas grimontii
G006542645	3147143	3507492	0.8972630586185228	Alistipes onderdonkii
G002959615	3146906	3570517	0.8813586379787577	[Ruminococcus] gnavus
G003965815	3145555	6301208	0.49919872506985963	Variovorax gossypii
G900637655	3145360	3168212	0.992787098843133	Prevotella oris
G002223275	3142408	9327424	0.33689987717937986	Burkholderia aenigmatica
G000314675	3140678	5262028	0.5968569532507239	Afipia broomeae
G000144405	3131470	3168302	0.9883748455797459	Prevotella melaninogenica
G020735785	3131385	3168247	0.988365174811181	Prevotella melaninogenica
G009831375	3129950	3549191	0.8818770249332876	[Ruminococcus] gnavus
G008692035	3128645	6942827	0.45062983709661786	Pseudomonas panacis
G011761945	3121331	4788018	0.6519046085457489	Sphingomonas leidyi
G000473485	3118701	8612770	0.3621019718394895	Burkholderia cepacia
G013036055	3116391	32959448	0.09455228133675055	Alternaria burnsii
G016127955	3111740	3190416	0.9753398929794735	Actinomyces oris
G013388375	3107945	4942039	0.6288790922127486	Xanthomonas campestris
G007858175	3105588	6802296	0.4565499648942063	Pseudomonas panacis
G000614125	3104403	4887432	0.6351808066076418	Bacteroides rodentium
G016126015	3100086	3237547	0.9575416202452042	Capnocytophaga periodontitidis
G016127855	3098112	3152123	0.9828651991054917	Actinomyces naeslundii
G900444865	3095750	3344708	0.9255665965459466	Acinetobacter junii
G006546825	3095338	3169314	0.9766586712455756	Actinomyces oris
G000185845	3085100	3275361	0.941911441212129	Prevotella salivae
G018128205	3082438	3106584	0.9922274755808953	Prevotella denticola
G000368765	3081730	3357864	0.9177649839302604	Acinetobacter junii
G000169475	3081650	3502751	0.8797799215530878	[Ruminococcus] gnavus
G019355975	3076667	3860338	0.7969942010259206	Acinetobacter septicus
G002079055	3072024	12093003	0.25403317935172925	Saccharomyces paradoxus
G000426585	3068791	3129637	0.980558128626419	Prevotella baroniae
G001956585	3065974	3120610	0.9824918845994853	Actinomyces naeslundii
G007830715	3062521	3259493	0.9395697429017335	Bacteroides zoogleoformans
G000711965	3061327	4027792	0.7600509162340061	Actinomyces israelii
G000477535	3057670	3100528	0.9861771930458296	Prevotella salivae
G000285995	3057447	3119181	0.9802082662083412	Actinomyces naeslundii
G000613565	3055757	3118008	0.9800350095317266	Prevotella baroniae
G000613505	3055162	3079859	0.991981126408709	Prevotella oris
G900454935	3046269	3108834	0.9798750914329939	Prevotella pallens
G013358205	3046166	5630578	0.5410041384738832	Phocaeicola sartorii
G000421205	3044693	3057926	0.9956725571514811	Prevotella denticola
G000430225	3040478	3554506	0.855386937031475	Acinetobacter junii
G005121165	3039626	3576111	0.8499808870585952	Dysosmobacter welbionis
G000377685	3039114	3064115	0.991840710939374	Prevotella oris
G002099195	3035622	8099754	0.37477953034129186	Burkholderia puraquae
G001405695	3034710	5455611	0.556254835617862	Bacteroides salyersiae
G902859845	3033981	8079290	0.37552569594605467	Burkholderia puraquae
G003269195	3030073	3055254	0.9917581320571056	Prevotella pallens
G000220255	3024076	3128380	0.9666587818615385	Prevotella pallens
G003634345	3013415	3412180	0.8831348287604992	Coprobacter fastidiosus
G000473955	3011614	3415052	0.8818647563785266	Coprobacter fastidiosus
G016027055	3008763	3617515	0.8317209465613826	Acinetobacter johnsonii
G019840805	3007757	4410127	0.6820114250678042	Escherichia ruysiae
G013385825	3007575	6595593	0.45599766389466423	Pseudomonas reactans
G001298675	3006772	4193948	0.716931158898489	Acidovorax caeni
G000430565	3004188	3158521	0.9511375735668688	Prevotella timonensis
G000379045	3003934	4096265	0.7333348794572617	Sphingomonas melonis
G900101175	2994422	4424321	0.6768093906386992	Stenotrophomonas pavanii
G019145205	2992984	6481565	0.4617687240658699	Pseudomonas khavaziana
G016726205	2990701	3612576	0.8278582928082343	Acinetobacter ursingii
G001688725	2985581	4839927	0.6168648824662025	Bacteroides caecimuris
G000368045	2983340	3608603	0.8267299007399816	Acinetobacter johnsonii
G900116825	2979159	4154615	0.7170722196882262	Acidovorax caeni
G900446695	2979046	3053618	0.9755791326878477	Capnocytophaga sputigena
G000191065	2977824	3057887	0.9738175413283748	Prevotella multiformis
G000455445	2974032	3217548	0.9243162805962801	Prevotella timonensis
G003994255	2972218	3784412	0.7853843608993947	Brachybacterium paraconglomeratum
G009586235	2967214	8366908	0.35463686226739916	Burkholderia cepacia
G009718305	2966150	3277942	0.904881782533065	Mediterraneibacter faecis
G016697125	2964764	4800606	0.6175811970405403	Bacteroides caecimuris
