gotu	covered_length	total_length	coverage_ratio	strain
G001571325	3817375	6610632	0.5774599160866919	Delftia tsuruhatensis
G900454235	3812153	5239844	0.7275317738467023	Brucella anthropi
G000017405	3812050	5205877	0.7322589450346214	Brucella anthropi
G002849795	3805074	3913026	0.9724121434409073	Prevotella jejuni
G013373795	3800958	9178972	0.41409408373835327	Bradyrhizobium quebecense
G000696675	3799094	6806546	0.5581529897836582	Rhodococcus erythropolis
G017493175	3796097	8831392	0.4298412979516706	Bradyrhizobium quebecense
G001982635	3795638	8844277	0.429163175237501	Bradyrhizobium mercantei
G003472935	3792161	5785488	0.6554608703708313	Bacteroides intestinalis
G001552595	3788062	6590249	0.5747980083908817	Rhodococcus erythropolis
G013314975	3786382	4691606	0.8070545565846748	Pseudarthrobacter oxydans
G000154105	3773914	4436217	0.8507054546700489	Parabacteroides merdae
G003435485	3759455	6693335	0.5616714238865976	Eisenbergiella massiliensis
G900445495	3757775	4403164	0.8534260817902762	Parabacteroides merdae
G000788015	3756345	5727590	0.6558334308147057	Klebsiella pneumoniae
G000240185	3753088	5682442	0.6604709735708697	Klebsiella pneumoniae
G010811875	3735057	9998921	0.37354600561400575	Bradyrhizobium uaiense
G900186865	3732873	5004261	0.745938910860165	Stenotrophomonas maltophilia
G006364295	3700542	5573947	0.6638997464453824	Klebsiella pneumoniae
G900452045	3693415	5594757	0.6601564643468877	Klebsiella pneumoniae
G001997185	3692503	4955161	0.745183254388707	Stenotrophomonas maltophilia
G900454195	3688940	4393145	0.8397036747022919	Odoribacter splanchnicus
G002959675	3683889	6644316	0.5544421728286253	Enterocloster bolteae
G001591205	3683653	4939323	0.7457809501423576	Stenotrophomonas maltophilia
G020889685	3669491	9053269	0.40532221013205283	Bradyrhizobium oropedii
G000742135	3666897	5545864	0.6611949012813874	Klebsiella pneumoniae
G002234575	3665910	6614056	0.5542605021789958	Enterocloster bolteae
G000281755	3663450	5512867	0.6645271870335344	Klebsiella pneumoniae
G000597745	3628544	4887656	0.742389398926602	Stenotrophomonas maltophilia
G001730645	3619192	7141782	0.5067631579905407	Pseudomonas salomonii
G000154365	3612698	6559328	0.5507725791422536	Enterocloster bolteae
G002741095	3611944	5475314	0.6596779655011566	Pseudomonas toyotomiensis
G900115695	3610791	5490614	0.6576297295712282	Pseudomonas toyotomiensis
G020115495	3609962	5461450	0.6609896639170916	Klebsiella pneumoniae
G001590945	3606224	5465802	0.6597794797542977	Klebsiella pneumoniae
G900455635	3603463	4884755	0.7376957493262201	Pseudomonas oleovorans
G020889785	3600691	8478627	0.424678547599747	Bradyrhizobium acaciae
G900475405	3598539	4481118	0.8030449097747482	Stenotrophomonas maltophilia
G000263675	3592616	6179543	0.5813724412954162	Pseudomonas lactis
G902329575	3588303	6196250	0.5791088158160178	Pseudomonas carnis
G001189235	3580170	8268532	0.432987379138159	Bradyrhizobium embrapense
G009193295	3576446	5760088	0.6209012778971432	Bacteroides luhongzhouii
G004345805	3571453	4432448	0.8057518102863248	Flavonifractor plautii
G000174195	3556259	4052022	0.8776504668533389	Roseburia inulinivorans
G900187995	3543254	3648758	0.9710849554834823	Prevotella jejuni
G002998535	3528529	3608975	0.9777094604423694	Bacteroides heparinolyticus
G900107155	3528387	6955138	0.5073065408623093	Pseudomonas salomonii
G000297075	3524919	4686340	0.7521688567197429	Pseudomonas oleovorans
G017167985	3522989	5235458	0.6729094188130246	Pseudomonas toyotomiensis
G003052605	3476554	5202491	0.6682479604481776	Pseudomonas indoloxydans
G000007145	3471877	5076188	0.6839535887953716	Xanthomonas campestris
G013386885	3471147	6686193	0.5191514812689374	Pseudomonas salomonii
G900455615	3465028	5049106	0.6862656478196338	Pseudomonas oleovorans
G000379145	3453042	9484787	0.3640611012139756	Bradyrhizobium elkanii
G016307665	3448580	5989954	0.5757272927304617	Pseudomonas carnis
G014268375	3447390	6289056	0.548156988902627	Pseudomonas salmasensis
G012689435	3443769	9187647	0.37482600278395545	Bradyrhizobium brasilense
G002091775	3435559	4706474	0.7299645127116393	Pseudomonas oleovorans
G012871055	3429747	9650015	0.3554136444347496	Bradyrhizobium elkanii
G006539665	3419582	9265994	0.3690464293415256	Bradyrhizobium elkanii
G000518645	3405069	6749680	0.5044785826883645	Curvibacter gracilis
G000701705	3402122	4634382	0.7341047846293206	Bilophila wadsworthia
G020813135	3391017	4991505	0.6793576286110101	Xanthomonas campestris
G021282425	3386738	6429648	0.526737700104267	Pseudomonas alloputida
G000513195	3384466	7021422	0.48202002386411186	Bacteroides timonensis
G003457795	3378595	3754680	0.8998356717483248	Roseburia inulinivorans
G000241465	3367894	4265036	0.7896519513551585	Sphingomonas echinoides
G009759865	3366045	9054233	0.3717647867025291	Bradyrhizobium pachyrhizi
G000163455	3357510	5451034	0.6159400216546072	Klebsiella pneumoniae
G004342845	3353838	3644688	0.920198930608052	Bacteroides heparinolyticus
G000484655	3352664	4512648	0.7429482645222938	Blautia wexlerae
G001189245	3334638	8714433	0.382656909520103	Bradyrhizobium pachyrhizi
G001021565	3334087	5738402	0.5810131461685675	Delftia tsuruhatensis
G002197815	3333812	4855019	0.6866733168294501	Pseudomonas oleovorans
G002091815	3332988	4873207	0.6839413962920106	Pseudomonas oleovorans
G000022305	3330211	3796573	0.8771623777548858	Acidovorax ebreus
G011516645	3319175	10743859	0.3089369471434798	Bradyrhizobium septentrionale
G000154525	3299026	4010149	0.8226691826164065	Bacteroides stercoris
G000185705	3267747	4391254	0.7441489378660401	Bilophila wadsworthia
G000160035	3266820	3479344	0.9389183708193268	Catonella morbi
G008632235	3260034	5072249	0.6427196298919867	[Clostridium] symbiosum
G002214645	3247743	4061276	0.7996853698197315	Diaphorobacter polyhydroxybutyrativorans
G000265365	3241280	3734239	0.8679894350629406	Alistipes finegoldii
G900096715	3219882	3274308	0.9833778618260713	Tannerella forsythia
G006385365	3213793	3297994	0.9744690257168448	Tannerella forsythia
G001006485	3211825	3284548	0.9778590539702875	Tannerella forsythia
G020731405	3207459	5064997	0.6332598025230814	Xanthomonas campestris
G900106605	3201615	3909288	0.8189764990453504	Bacteroides stercoris
G018785545	3200864	4208509	0.7605695984017142	Blautia wexlerae
G000371485	3199704	5602332	0.571137876155858	Enterocloster clostridioformis
G000374505	3189707	3866208	0.8250220888270885	Alistipes onderdonkii
G001876955	3178698	5969184	0.5325180125122629	Brucella cytisi
G004166975	3153119	4586925	0.6874145533227598	Parabacteroides merdae
G000368665	3148138	3782828	0.8322181182966818	Acinetobacter junii
G002209445	3143182	3412686	0.9210287732302357	Capnocytophaga endodontalis
G002998435	3139499	3361794	0.9338760792600618	Bacteroides zoogleoformans
G900454835	3135680	3171743	0.9886299110615204	Prevotella denticola
G900637655	3132304	3168212	0.9886661624916514	Prevotella oris
G000757795	3126808	6286629	0.4973743480011307	Methylobacterium oryzae
G001936175	3102085	6316684	0.4910939030668623	Methylobacterium phyllosphaerae
G000378085	3097777	3509189	0.8827615155524539	Prevotella loescheii
G020735785	3096015	3168247	0.9772012725017968	Prevotella melaninogenica
G000144405	3095994	3168302	0.9771776806630176	Prevotella melaninogenica
G006542645	3094373	3507492	0.8822181205260055	Alistipes onderdonkii
G014138435	3089396	5972147	0.5173007295366306	Methylobacterium fujisawaense
G000466485	3062803	4829055	0.6342447953067422	[Clostridium] symbiosum
G000613485	3061997	3476175	0.880852373657828	Prevotella loescheii
G900113465	3060875	6205349	0.49326395662838624	Methylobacterium phyllosphaerae
G900444865	3054382	3344708	0.9131984017737871	Acinetobacter junii
G000698925	3050512	3476112	0.8775643592611515	Prevotella loescheii
G018128205	3048959	3106584	0.9814506866706324	Prevotella denticola
G000613505	3042406	3079859	0.9878393783611522	Prevotella oris
G000368765	3040419	3357864	0.9054622224128196	Acinetobacter junii
G000426585	3039643	3129637	0.9712445884299041	Prevotella baroniae
G007830715	3037964	3259493	0.9320357491180377	Bacteroides zoogleoformans
G002287825	3035344	6124581	0.4956002704511541	Pseudomonas moraviensis
G000377685	3029703	3064115	0.9887693510197888	Prevotella oris
G000613565	3026727	3118008	0.9707245779997998	Prevotella baroniae
G000421205	3025151	3057926	0.9892819512309977	Prevotella denticola
G010508875	3023896	3985392	0.7587449365081277	Flavonifractor plautii
G000614125	3005639	4887432	0.6149730574256583	Bacteroides rodentium
G900454935	3005435	3108834	0.9667402633913551	Prevotella pallens
G001642055	2999164	32992394	0.09090470973400717	Alternaria alternata
G009696275	2996933	6108817	0.49059138618819326	Eisenbergiella porci
G003269195	2995002	3055254	0.9802792173743984	Prevotella pallens
G016126015	2993165	3237547	0.9245163081802364	Capnocytophaga periodontitidis
G000185845	2992307	3275361	0.9135808236099776	Prevotella salivae
G000430565	2991938	3158521	0.9472591760510695	Prevotella timonensis
G000220255	2987613	3128380	0.9550032285080456	Prevotella pallens
G000430225	2981128	3554506	0.838689820751463	Acinetobacter junii
G900113155	2979655	5468691	0.5448570782295068	Enterocloster clostridioformis
G000455445	2961780	3217548	0.9205084119957185	Prevotella timonensis
G013388375	2958386	4942039	0.5986164819824368	Xanthomonas campestris
G019840805	2952322	4410127	0.6694414922744856	Escherichia ruysiae
G000614005	2949903	3119956	0.945495064673989	Prevotella timonensis
G900446695	2945526	3053618	0.9646019901637991	Capnocytophaga sputigena
G000477535	2935850	3100528	0.9468871108404762	Prevotella salivae
G000191065	2926993	3057887	0.9571946249158324	Prevotella multiformis
G002959615	2912967	3570517	0.8158389947450188	[Ruminococcus] gnavus
G000239295	2911323	3824944	0.7611413395856254	Flavonifractor plautii
G000468635	2900909	3025198	0.9589154164454691	Prevotella baroniae
G020297485	2897922	5868717	0.4937914027887186	Enterocloster clostridioformis
G013358205	2897520	5630578	0.5146043621098935	Phocaeicola sartorii
G009831375	2897289	3549191	0.8163237763197303	[Ruminococcus] gnavus
G018127985	2884321	3025511	0.9533335030016417	Prevotella multiformis
G000296465	2882426	3443986	0.8369447494850444	Barnesiella intestinihominis
G900447015	2877703	5827964	0.4937750130234161	Enterocloster clostridioformis
G000613925	2874369	2950887	0.9740694916477656	Prevotella histicola
G009718305	2873553	3277942	0.876633265628251	Mediterraneibacter faecis
G018127825	2859184	2887147	0.990314660112561	Prevotella nigrescens
G018128125	2852557	2999534	0.9510000553419298	Prevotella histicola
G000169475	2849669	3502751	0.8135516912278378	[Ruminococcus] gnavus
G016027055	2847622	3617515	0.7871762798495653	Acinetobacter johnsonii
G001688725	2846428	4839927	0.5881138289895694	Bacteroides caecimuris
G001758385	2845009	10352676	0.2748090445407545	Burkholderia contaminans
G002761875	2838925	3288057	0.8634050443772721	Acinetobacter junii
G000181695	2828024	8959438	0.3156474769957669	Malassezia globosa
G016697125	2827169	4800606	0.588919190618851	Bacteroides caecimuris
G002221665	2826416	4800776	0.5887414867929684	Bacteroides caecimuris
G002302495	2823035	2855148	0.9887525970632696	Capnocytophaga sputigena
G000368045	2822608	3608603	0.7821885643835024	Acinetobacter johnsonii
G900104635	2815620	3601379	0.7818171872496619	Coprococcus phoceensis
G002159215	2813708	3483660	0.8076873173616255	Alistipes onderdonkii
G007990365	2801721	2870584	0.9760108047700399	Leptotrichia trevisanii
G000008185	2795943	2843201	0.9833785933530552	Treponema denticola
G000312305	2788671	4082135	0.683140317505423	Prevotella conceptionensis
G000468115	2780385	2828355	0.9830396113642028	Treponema socranskii
G003470435	2773700	2961117	0.9367073303756657	[Ruminococcus] torques
G002894165	2770472	3001327	0.9230823565709435	Prevotella timonensis
G000482505	2760753	2854896	0.9670240176875095	Leptotrichia trevisanii
G000949455	2759989	4113218	0.6710047947859802	Ruthenibacterium lactatiformans
G000377625	2758640	2846286	0.9692068892584933	Prevotella veroralis
G002079055	2755899	12093003	0.22789202979607298	Saccharomyces paradoxus
G000613325	2748072	2835730	0.9690880302426536	Prevotella veroralis
G000382385	2747778	3315415	0.8287885528659308	Prevotella maculosa
G000613965	2728289	3299056	0.826990811917106	Prevotella maculosa
G001298675	2724987	4193948	0.6497426768286111	Acidovorax caeni
G000518545	2720767	3267893	0.8325753015781117	Hallella seregens
G014836715	2711654	4551034	0.5958325075136771	Escherichia whittamii
G000949655	2710311	3472014	0.780616380003076	Acinetobacter johnsonii
G900116825	2699146	4154615	0.6496741575332492	Acidovorax caeni
G002763715	2696097	2764760	0.9751649329417381	Prevotella intermedia
G900454985	2688363	2716066	0.9898003214943967	Prevotella nigrescens
G900454955	2686828	3051452	0.8805080335525514	Prevotella disiens
G902859695	2677746	6866201	0.38998945705201465	Achromobacter ruhlandii
G000368805	2675400	3540638	0.7556265283262508	Acinetobacter johnsonii
G900240005	2653712	8505569	0.31199699867228164	Burkholderia stabilis
G019930605	2645569	2673097	0.9897018327430692	Prevotella nigrescens
G003862485	2644739	2801239	0.9441318645070985	Lachnoanaerobaculum orale
G900167555	2640108	3243389	0.8139967176308485	Gemmiger formicilis
G000243015	2635355	3151614	0.8361921859720131	Prevotella maculosa
G000153925	2628647	2742506	0.9584835912847592	[Ruminococcus] torques
G000614185	2609462	5293553	0.4929509537356101	Phocaeicola sartorii
G000987075	2605472	9263576	0.28125985040766116	Burkholderia contaminans
G001953955	2604938	2674190	0.9741035603304178	Prevotella intermedia
G014644515	2603668	4200303	0.6198762327384477	Pseudarthrobacter scleromae
G902860085	2601313	6457895	0.40281128757900214	Achromobacter ruhlandii
G000730485	2586564	2607395	0.9920108000513923	Cutibacterium acnes
G000220235	2584246	2669653	0.9680082018149925	Prevotella nigrescens
G000412995	2582513	2693533	0.9587827585553992	Treponema vincentii
G009717905	2576967	3755357	0.6862109248201969	Ruthenibacterium lactatiformans
G000379965	2576959	2650328	0.9723170113284092	Prevotella nanceiensis
G000613985	2575124	2647892	0.9725185166162366	Prevotella nanceiensis
G002900365	2572989	4896331	0.5254932724115261	Escherichia marmotae
G017161265	2571738	2721998	0.9447979021292447	Treponema medium
G000413035	2565704	2727508	0.9406769842654907	Treponema medium
G004154835	2563122	33949929	0.07549712401460398	Alternaria arborescens
G019375915	2555192	2627331	0.9725428581324546	Prevotella nanceiensis
G000159995	2552898	2585819	0.987268637131988	Alloprevotella tannerae
G000376705	2549754	2549795	0.9999839202759437	Cutibacterium acnes
G013004645	2548069	4574378	0.5570307045023389	Stenotrophomonas maltophilia
G017893965	2547358	2658287	0.9582704952475034	Treponema parvum
G001742165	2546180	8527987	0.298567528304159	Burkholderia stabilis
G900455005	2538699	2607183	0.9737325688300361	Prevotella intermedia
G014054945	2534758	2864419	0.8849117395185551	Neisseria sicca
G000242335	2533600	3350266	0.7562384598715445	Prevotella dentalis
G013302415	2533141	4180223	0.6059822645825355	Blautia faecis
G001730615	2530429	6290162	0.4022835977833321	Pseudomonas simiae
G016027375	2526154	3355253	0.7528952362161662	Clostridium perfringens
G020736205	2517740	2571801	0.978979322272602	Campylobacter rectus
G004803795	2517622	2571679	0.9789798804594197	Campylobacter rectus
G000379045	2517278	4096265	0.6145300658038482	Sphingomonas melonis
G001717565	2517179	2649227	0.9501560266447534	Cutibacterium modestum
G001431625	2512801	4813172	0.5220675679157113	Stenotrophomonas geniculata
G003312465	2511871	2970937	0.8454810721331351	Faecalibacterium prausnitzii
G017873595	2507309	6881351	0.3643628990876937	Parabacteroides goldsteinii
G000238135	2506979	2598540	0.9647644446496879	Peptoanaerobacter stomatis
G000174655	2505787	2831972	0.8848205420110086	Neisseria sicca
G003324185	2504830	3032666	0.8259498408331152	Faecalibacterium prausnitzii
G013892435	2504695	4784484	0.523503683991837	Escherichia fergusonii
G000519165	2500994	2573667	0.9717628582097062	Prevotella intermedia
G001431675	2497242	4515606	0.5530247767409291	Stenotrophomonas maltophilia
G000934565	2496796	6143950	0.40638286444388383	Pseudomonas simiae
G000439065	2495931	2564933	0.973097932772513	Prevotella intermedia
G004136195	2495002	2495002	1.0	Cutibacterium acnes
G003030305	2495001	2495001	1.0	Cutibacterium acnes
G008728435	2494216	2494216	1.0	Cutibacterium acnes
G008326345	2491560	2626378	0.9486677089131876	Cutibacterium modestum
G003862475	2491116	3098173	0.804059682916351	Lachnoanaerobaculum gingivalis
G000204235	2490416	2623710	0.9491963669765332	Cutibacterium modestum
G000231215	2488608	2488626	0.9999927670931671	Cutibacterium acnes
G900111895	2483925	6240293	0.3980462135351657	Pseudomonas simiae
G015548275	2483916	3349896	0.7414904820925784	Alistipes finegoldii
G900458605	2483817	2538088	0.9786173686649162	Staphylococcus epidermidis
G000238115	2483658	2544613	0.9760454733195185	Peptoanaerobacter stomatis
G000472405	2479049	2479174	0.9999495799810744	Cutibacterium acnes
G003054025	2465929	2637673	0.9348880623185664	Capnocytophaga leadbetteri
G000967305	2460309	4248704	0.5790728184406351	Alcaligenes faecalis
G002302415	2460267	2838633	0.8667083768842256	Capnocytophaga gingivalis
G009731575	2460096	2878479	0.8546513627509529	Akkermansia muciniphila
G020097475	2457002	4645948	0.5288483642089838	Escherichia fergusonii
G000220215	2456998	3286949	0.7475011020858553	Prevotella dentalis
G000026225	2450918	4643881	0.5277736445012264	Escherichia fergusonii
G006094375	2447345	2491098	0.9824362590311582	Staphylococcus epidermidis
G900637015	2447179	4450344	0.5498853571768834	Escherichia marmotae
G000013285	2442937	3256683	0.7501304241155802	Clostridium perfringens
G000613345	2437666	2800854	0.8703295494874064	Prevotella disiens
G901482635	2437551	2485060	0.980882151738791	Staphylococcus capitis
G000413055	2434473	2530388	0.9620947459441003	Treponema maltophilum
G004723625	2433280	8901703	0.27334994214028485	Burkholderia contaminans
G000969835	2430397	6486877	0.37466364785396733	Parabacteroides goldsteinii
G000174755	2421623	2667858	0.9077031086362167	Capnocytophaga gingivalis
G000020225	2418168	2664102	0.9076859669787418	Akkermansia muciniphila
G008000975	2418121	2664043	0.9076884269510664	Akkermansia muciniphila
G017504145	2417970	2664051	0.9076290206155964	Akkermansia muciniphila
G902363055	2416355	3012728	0.8020488407848302	Gemmiger formicilis
G900105745	2414924	2668087	0.9051144134355439	Bifidobacterium dentium
G000469345	2413043	3449576	0.6995187234605065	Eubacterium ramulus
G002087975	2412202	2458239	0.9812723661124895	Staphylococcus epidermidis
G902374455	2412133	2749668	0.8772451801453848	Neisseria macacae
G001406295	2407613	3308556	0.7276929875147949	Eubacterium ramulus
G006742205	2406299	2427061	0.9914456208558416	Staphylococcus epidermidis
G002901875	2395691	2443605	0.9803920846454316	Staphylococcus epidermidis
G016127955	2388139	3190416	0.7485353007256734	Actinomyces oris
G002902325	2386519	2435909	0.9797242015198433	Staphylococcus capitis
G900637175	2385108	2635828	0.904879984581695	Bifidobacterium dentium
G001042595	2385035	2635669	0.9049068756357495	Bifidobacterium dentium
