gotu	covered_length	total_length	coverage_ratio	strain
G900185755	5611557	6902045	0.8130281677386919	Cupriavidus metallidurans
G000019725	5596340	6899270	0.8111495853909182	Methylobacterium radiotolerans
G904063075	5582238	5977369	0.933895498169847	Pseudomonas paracarnis
G000757795	5569355	6286629	0.8859048307129306	Methylobacterium oryzae
G015668785	5568738	6066950	0.9178809780861883	Bacteroides xylanisolvens
G014138435	5559399	5972147	0.9308878364849358	Methylobacterium fujisawaense
G000758725	5554653	6812473	0.8153651397957834	Paenibacillus odorifer
G007991055	5504952	6794550	0.8102011170717708	Methylobacterium radiotolerans
G001936175	5502053	6316684	0.8710350240727571	Methylobacterium phyllosphaerae
G016307665	5497955	5989954	0.9178626413491656	Pseudomonas carnis
G000273175	5476570	5718458	0.9577004849908839	Bacteroides nordii
G900113465	5453872	6205349	0.8788985115905649	Methylobacterium phyllosphaerae
G902860085	5428992	6457895	0.8406751735666188	Achromobacter ruhlandii
G000226135	5422853	6115550	0.8867318556793747	Bacteroides faecis
G000381265	5349290	6833943	0.782753089980411	Curvibacter lanceolatus
G013385965	5342113	6566731	0.8135117762551869	Pseudomonas edaphica
G013009555	5338705	5625488	0.9490207782862571	Phocaeicola dorei
G000263675	5330415	6179543	0.8625904860602152	Pseudomonas lactis
G014647355	5312252	5537590	0.9593075688160373	Butyricimonas paravirosa
G011927845	5307369	5532216	0.9593567930102512	Butyricimonas paravirosa
G000210075	5303504	5976145	0.8874456694072851	Bacteroides xylanisolvens
G902387545	5297039	5444912	0.9728419853250153	Phocaeicola dorei
G005863185	5290198	6758041	0.7828005186710172	Pseudomonas edaphica
G014268375	5287867	6289056	0.8408045658998743	Pseudomonas salmasensis
G900106755	5276251	5960874	0.8851472116337302	Bacteroides faecis
G018289355	5238305	5306051	0.9872323126935644	Phocaeicola vulgatus
G902374465	5229944	5255091	0.9952147355773668	Ralstonia pickettii
G016889925	5210057	5248958	0.9925888147704744	Bacteroides fragilis
G000156075	5209872	5566997	0.9358496151515799	Phocaeicola dorei
G001705425	5185505	6304057	0.8225663251458545	Mesorhizobium hungaricum
G900445515	5185166	5315085	0.9755565527174072	Bacteroides fragilis
G000160095	5170576	7178144	0.7203221334094161	Hungatella hathewayi
G008727715	5126169	6024810	0.8508432631070524	Mesorhizobium terrae
G001021565	5124204	5738402	0.8929670664411451	Delftia tsuruhatensis
G900102035	5113610	6674429	0.7661494339066308	Pseudomonas extremaustralis
G000025985	5112408	5241720	0.975330235113665	Bacteroides fragilis
G005706655	5112354	5241713	0.9753212356342288	Bacteroides fragilis
G020097275	5106830	5236069	0.9753175521560162	Bacteroides fragilis
G001997325	5082054	5211940	0.9750791451935363	Bacteroides fragilis
G009721605	5075406	6648012	0.7634471778931807	Hungatella hathewayi
G007858235	5049590	6603421	0.7646930280531864	Pseudomonas extremaustralis
G900625045	5048350	6604125	0.7644237503075729	Pseudomonas extremaustralis
G000242115	5043026	6588924	0.7653792941002203	Pseudomonas extremaustralis
G010669145	5038734	5858901	0.8600135076527151	Rhizobium oryzihabitans
G000012825	5020164	5163189	0.9722990965467272	Phocaeicola vulgatus
G000690815	5010573	5038153	0.9945257716468714	Escherichia coli
G003697165	5007502	5034854	0.9945674690864919	Escherichia coli
G016766915	4997907	5141011	0.9721642299539915	Phocaeicola vulgatus
G012273055	4978634	5112798	0.9737591823498601	Parabacteroides distasonis
G000734955	4953358	4983265	0.9939985130230883	Escherichia coli
G000008865	4945503	5594645	0.8839708328231729	Escherichia coli
G008572545	4913355	5200059	0.9448652409520738	Bacteroides caccae
G020341455	4908337	5008092	0.980081236526805	Ralstonia pickettii
G001189845	4823173	9771074	0.49361748769889574	Bradyrhizobium tropiciagri
G012986985	4759236	5446991	0.8737367107821548	Pseudomonas chengduensis
G018292165	4748414	4920181	0.9650892924467616	Bacteroides uniformis
G900102635	4735586	5413905	0.8747079972773811	Pseudomonas chengduensis
G016466415	4734065	4831460	0.9798414971871856	Ralstonia pickettii
G017905455	4725391	5409165	0.873589731501997	Pseudomonas chengduensis
G900457095	4719013	5021053	0.9398452874327358	Shigella boydii
G900455835	4714939	4810247	0.9801864644372732	Ralstonia pickettii
G013267435	4696426	5179558	0.9067233150010098	Niallia circulans
G003990875	4671497	6652154	0.7022532851765008	Rhodococcus erythropolis
G000743455	4667359	4765599	0.9793855924512322	Ralstonia pickettii
G013374815	4654554	4762774	0.9772779476834299	Shigella sonnei
G002959675	4650123	6644316	0.6998648167847525	Enterocloster bolteae
G000005845	4640607	4641652	0.9997748646387106	Escherichia coli
G001544155	4637761	4734078	0.9796545388563518	Ralstonia pickettii
G002234575	4629670	6614056	0.6999744181180202	Enterocloster bolteae
G001591585	4617459	5098406	0.9056671830372081	Niallia circulans
G000696675	4616425	6806546	0.6782331302837005	Rhodococcus erythropolis
G001552595	4612161	6590249	0.6998462425319589	Rhodococcus erythropolis
G900186865	4605251	5004261	0.9202659493579571	Stenotrophomonas maltophilia
G902859745	4588056	6294507	0.7288983871175296	Achromobacter dolens
G009696275	4587627	6108817	0.7509845195886535	Eisenbergiella porci
G003467385	4585147	6740819	0.6802062182651692	Enterocloster aldenensis
G016117815	4583227	4728573	0.9692621854415698	Bacteroides uniformis
G000154365	4572484	6559328	0.6970964098761336	Enterocloster bolteae
G902860115	4570665	6216827	0.7352086522594243	Achromobacter dolens
G000154205	4570371	4719737	0.9683528976296772	Bacteroides uniformis
G001997185	4557733	4955161	0.9197951388461445	Stenotrophomonas maltophilia
G001591205	4541449	4939323	0.9194476651962222	Stenotrophomonas maltophilia
G900445525	4531913	4888126	0.9271268784806284	Parabacteroides distasonis
G000818595	4502119	4952790	0.9090066407015036	Enterobacter ludwigii
G001750725	4501998	4952790	0.9089822100270757	Enterobacter ludwigii
G900107315	4491584	4636012	0.968846499965919	Bacteroides uniformis
G000597745	4480558	4887656	0.9167089500570417	Stenotrophomonas maltophilia
G014784575	4464532	5289884	0.8439754066440777	Ochrobactrum sp. MT180101
G020735945	4462771	4812066	0.9274126747222503	Parabacteroides distasonis
G000012845	4462148	4811379	0.9274156120313948	Parabacteroides distasonis
G004117055	4452891	5374818	0.8284728896866833	Brevibacillus agri
G000154105	4415123	4436217	0.995245047751271	Parabacteroides merdae
G000006925	4408273	4828840	0.9129051697716222	Shigella flexneri
G019991125	4400990	5293674	0.8313677797310526	Phyllobacterium calauticae
G900106015	4397777	5476367	0.8030464357118505	Pseudomonas sihuiensis
G900445495	4395064	4403164	0.9981604137388478	Parabacteroides merdae
G002959715	4376116	4577828	0.9559371824367364	Bacteroides caccae
G016726305	4369166	4570941	0.9558570106242894	Bacteroides caccae
G002222615	4369160	4570803	0.9558845568273233	Bacteroides caccae
G015326295	4366206	4858687	0.8986390767711524	Brucella anthropi
G000169015	4363025	4565214	0.9557109480519423	Bacteroides caccae
G000465575	4362441	5225929	0.8347685167555855	Pseudomonas chengduensis
G018398475	4337177	5938989	0.7302887747392696	Pseudomonas qingdaonensis
G000328885	4334031	4809578	0.9011250051459816	Enterobacter hormaechei
G017848315	4318862	5909598	0.7308216227228993	Pseudomonas palmensis
G000172175	4317647	6052736	0.713338067280648	Bacteroides intestinalis
G002806685	4302497	5755060	0.7476024576633432	Pseudomonas qingdaonensis
G000382445	4301695	4646489	0.9257947237150459	Phocaeicola massiliensis
G016726285	4298562	4549072	0.9449316256150705	Shigella boydii
G001729725	4292847	4782480	0.8976194359411853	Enterobacter hormaechei
G003710885	4262778	5184300	0.822247555118338	Brevibacillus agri
G002252535	4259869	5584093	0.7628578177333365	Brucella lupini
G000373085	4257171	4512548	0.9434073609854122	Phocaeicola massiliensis
G900475405	4256155	4481118	0.9497975728378498	Stenotrophomonas maltophilia
G003002115	4227406	9622647	0.4393184120751806	Paraburkholderia insulsa
G013373795	4226614	9178972	0.4604670326916783	Bradyrhizobium quebecense
G008632235	4223382	5072249	0.8326448484685984	[Clostridium] symbiosum
G020889705	4222436	9771225	0.4321296459758116	Bradyrhizobium altum
G001932995	4220382	4496479	0.9385970667270991	Shigella dysenteriae
G001982635	4218478	8844277	0.47697262308722355	Bradyrhizobium mercantei
G000518645	4207426	6749680	0.6233519218688885	Curvibacter gracilis
G006540025	4203019	5121798	0.82061397189034	Brevibacillus agri
G900457215	4201076	4745946	0.8851925411709278	Shigella dysenteriae
G017493175	4198758	8831392	0.4754355825219852	Bradyrhizobium quebecense
G900187175	4191268	4392177	0.954257535613888	Odoribacter splanchnicus
G000190535	4191088	4392288	0.9541924391114608	Odoribacter splanchnicus
G900454195	4172381	4393145	0.9497480734189289	Odoribacter splanchnicus
G020097195	4161449	4731637	0.8794945597052352	Enterobacter hormaechei
G001729705	4154057	4724316	0.8792927907447342	Enterobacter hormaechei
G006716905	4151932	4651494	0.8926018178245527	Acidovorax temperans
G013004645	4149018	4574378	0.9070124943762846	Stenotrophomonas maltophilia
G010811875	4146955	9998921	0.41474025047302604	Bradyrhizobium uaiense
G001431625	4145886	4813172	0.8613625276636696	Stenotrophomonas geniculata
G900454235	4144073	5239844	0.7908771711524236	Brucella anthropi
G000017405	4143767	5205877	0.7959786602718427	Brucella anthropi
G004345805	4135076	4432448	0.9329102112421849	Flavonifractor plautii
G001905915	4111574	4373348	0.9401433409826979	Shigella boydii
G001642055	4105972	32992394	0.12445207825779481	Alternaria alternata
G003201875	4100659	6864295	0.5973896809504836	Hungatella effluvii
G000513195	4094108	7021422	0.5830881550774188	Bacteroides timonensis
G001431675	4080276	4515606	0.9035943348467514	Stenotrophomonas maltophilia
G020889685	4072235	9053269	0.44980824053720264	Bradyrhizobium oropedii
G002949675	4069942	4578479	0.8889288342263882	Shigella dysenteriae
G900013535	4044521	5529371	0.7314613181137601	Agrobacterium tomkonis
G001730645	4020127	7141782	0.562902508085517	Pseudomonas salomonii
G003472935	3999431	5785488	0.6912867160039049	Bacteroides intestinalis
G000466485	3991788	4829055	0.8266188726365717	[Clostridium] symbiosum
G020889785	3978035	8478627	0.46918386668030093	Bradyrhizobium acaciae
G000788015	3965046	5727590	0.6922712694169799	Klebsiella pneumoniae
G000240185	3951904	5682442	0.6954587481931184	Klebsiella pneumoniae
G000701705	3948074	4634382	0.8519094886869489	Bilophila wadsworthia
G001189235	3945766	8268532	0.4772027247400143	Bradyrhizobium embrapense
G900107155	3920026	6955138	0.5636158477373131	Pseudomonas salomonii
G003572535	3918626	4119288	0.9512872127416194	Shigella boydii
G000484655	3908498	4512648	0.8661207344335299	Blautia wexlerae
G001457475	3900376	6813182	0.5724749463613331	Achromobacter xylosoxidans
G001729785	3893944	4661849	0.8352788775440818	Enterobacter hormaechei
G013343135	3893685	6806438	0.5720591299002503	Achromobacter xylosoxidans
G006364295	3892735	5573947	0.6983803398202387	Klebsiella pneumoniae
G015547255	3889336	4161757	0.9345418293283342	Phocaeicola massiliensis
G900452045	3888386	5594757	0.6950053416082236	Klebsiella pneumoniae
G001598595	3883017	6793977	0.5715381432701347	Achromobacter xylosoxidans
G000379145	3876039	9484787	0.4086585181090519	Bradyrhizobium elkanii
G000478365	3870437	5778539	0.6697950814210997	Herbaspirillum huttiense
G000742135	3860858	5545864	0.6961688927099546	Klebsiella pneumoniae
G012689435	3859562	9187647	0.4200816596458266	Bradyrhizobium brasilense
G012871055	3859467	9650015	0.3999441451645412	Bradyrhizobium elkanii
G000281755	3856505	5512867	0.6995461708036853	Klebsiella pneumoniae
G013386885	3855546	6686193	0.5766429416560366	Pseudomonas salomonii
G002849795	3852457	3913026	0.9845211864168549	Prevotella jejuni
G900455635	3845946	4884755	0.7873365194364917	Pseudomonas oleovorans
G006539665	3835120	9265994	0.41389191488792243	Bradyrhizobium elkanii
G009648935	3826003	4917491	0.7780396547751689	Citrobacter braakii
G009193295	3814253	5760088	0.6621865846494012	Bacteroides luhongzhouii
G011516645	3804824	10743859	0.3541394204819702	Bradyrhizobium septentrionale
G020115495	3801777	5461450	0.696111289126514	Klebsiella pneumoniae
G013314975	3800539	4691606	0.8100720734008781	Pseudarthrobacter oxydans
G004166975	3800353	4586925	0.8285186699150302	Parabacteroides merdae
G001590945	3797710	5465802	0.6948129478528494	Klebsiella pneumoniae
G004367745	3795451	5691775	0.6668308216681088	Herbaspirillum huttiense
G009759865	3794995	9054233	0.4191404175262554	Bradyrhizobium pachyrhizi
G021282425	3780705	6429648	0.5880111943919791	Pseudomonas alloputida
G003031105	3778417	6476043	0.5834453230159219	Achromobacter xylosoxidans
G002741095	3772638	5475314	0.6890267845825828	Pseudomonas toyotomiensis
G000185705	3772315	4391254	0.8590518790304547	Bilophila wadsworthia
G900115695	3772203	5490614	0.6870275346254535	Pseudomonas toyotomiensis
G019048805	3752687	5579627	0.6725695104708612	Citrobacter braakii
G008830385	3748195	4805258	0.7800195119596076	Butyricimonas faecihominis
G001189245	3742569	8714433	0.4294678724364511	Bradyrhizobium pachyrhizi
G014647335	3737242	4794785	0.7794389112337675	Butyricimonas faecihominis
G000297075	3736957	4686340	0.7974148269225024	Pseudomonas oleovorans
G014196975	3736693	4794265	0.7794089396393399	Butyricimonas faecihominis
G007858255	3735596	6334750	0.589699041003986	Pseudomonas rhodesiae
G003052605	3730164	5202491	0.7169957622223662	Pseudomonas indoloxydans
G002075345	3713142	5577698	0.665712270546021	Citrobacter braakii
G018785545	3713139	4208509	0.8822932302152615	Blautia wexlerae
G000961515	3711767	9059043	0.4097305863323532	Paraburkholderia fungorum
G017167985	3691313	5235458	0.7050601876664849	Pseudomonas toyotomiensis
G000241465	3683935	4265036	0.8637523809881089	Sphingomonas echinoides
G900455615	3683236	5049106	0.7294828034903604	Pseudomonas oleovorans
G002091775	3679022	4706474	0.7816938965348581	Pseudomonas oleovorans
G000174195	3663343	4052022	0.9040777666064005	Roseburia inulinivorans
G000312305	3636802	4082135	0.8909068416404651	Prevotella conceptionensis
G001439695	3630707	6999747	0.5186911755524878	Pseudomonas veronii
G000007145	3626928	5076188	0.714498359792821	Xanthomonas campestris
G000181695	3620635	8959438	0.4041140750122943	Malassezia globosa
G004154835	3590738	33949929	0.10576569983401143	Alternaria arborescens
G900187995	3588613	3648758	0.983516308837144	Prevotella jejuni
G001729745	3585187	4678586	0.7662971248150616	Enterobacter hormaechei
G002980555	3582640	5438560	0.6587479038569033	Phyllobacterium myrsinacearum
G004217385	3577223	5424426	0.6594657204282997	Phyllobacterium myrsinacearum
G003182235	3574004	5420815	0.6593111921362378	Phyllobacterium myrsinacearum
G004216655	3565052	5591138	0.6376254708790947	Phyllobacterium myrsinacearum
G000265365	3563119	3734239	0.954175402270717	Alistipes finegoldii
G000154525	3550848	4010149	0.885465353033017	Bacteroides stercoris
G002197815	3549004	4855019	0.7309969332766771	Pseudomonas oleovorans
G002091815	3548618	4873207	0.7281894653767016	Pseudomonas oleovorans
G020813135	3546859	4991505	0.7105790738464651	Xanthomonas campestris
G000163455	3539926	5451034	0.6494044983025239	Klebsiella pneumoniae
G002998535	3532808	3608975	0.9788951156491802	Bacteroides heparinolyticus
G010508875	3524837	3985392	0.884439222038886	Flavonifractor plautii
G013302415	3524296	4180223	0.8430880362124221	Blautia faecis
G902833645	3518586	8927201	0.3941421280869558	Paraburkholderia fungorum
G001876955	3499751	5969184	0.5863030859829417	Brucella cytisi
G000959725	3486240	8899539	0.39173265042155553	Burkholderia gladioli
G000371485	3482108	5602332	0.6215461704161767	Enterocloster clostridioformis
G016698705	3477434	8201524	0.42399851539787	Burkholderia gladioli
G900446225	3459637	8392055	0.4122514687999542	Burkholderia gladioli
G003457795	3452797	3754680	0.9195982081029542	Roseburia inulinivorans
G000739755	3452174	8766286	0.3938012061208133	Burkholderia gladioli
G900106605	3451804	3909288	0.8829751095340124	Bacteroides stercoris
G000022305	3417231	3796573	0.9000830485809176	Acidovorax ebreus
G000685055	3403008	8698674	0.39120997062310875	Paraburkholderia fungorum
G000239295	3392610	3824944	0.8869698484474544	Flavonifractor plautii
G000382065	3383964	4424285	0.7648612148629665	[Pseudomonas] hibiscicola
G001439735	3383021	6015932	0.562343623564894	Pseudomonas paralactis
G000012945	3377018	8676317	0.3892225237966755	Burkholderia lata
G000949455	3368527	4113218	0.8189517307373448	Ruthenibacterium lactatiformans
G020731405	3365019	5064997	0.6643674221327278	Xanthomonas campestris
G004342845	3363695	3644688	0.9229034145035185	Bacteroides heparinolyticus
G001875655	3346324	4890273	0.6842816341746156	Enterobacter hormaechei
G002028325	3339224	6852809	0.48727813660062613	Pseudomonas veronii
G002214645	3333210	4061276	0.8207297410961482	Diaphorobacter polyhydroxybutyrativorans
G000378085	3330176	3509189	0.948987358617618	Prevotella loescheii
G003244875	3324029	4584792	0.7250119525596799	Stenotrophomonas sepilia
G000160035	3323938	3479344	0.9553346837794711	Catonella morbi
G000613485	3296595	3476175	0.9483397700058254	Prevotella loescheii
G002287825	3291239	6124581	0.5373819041661789	Pseudomonas moraviensis
G000374505	3288487	3866208	0.850571671260315	Alistipes onderdonkii
G000429225	3287464	3533193	0.9304512943391431	Actinomyces dentalis
G000698925	3284077	3476112	0.9447558076379587	Prevotella loescheii
G000213995	3267410	4861256	0.6721328808851046	Enterobacter hormaechei
G900105675	3264310	6842016	0.4770976858282705	Pseudomonas synxantha
G901482615	3263209	6841780	0.47695321977614014	Pseudomonas synxantha
G002209445	3257502	3412686	0.9545273136760898	Capnocytophaga endodontalis
G000296465	3256485	3443986	0.9455569796160611	Barnesiella intestinihominis
G900113155	3252702	5468691	0.5947862111792384	Enterocloster clostridioformis
G900096715	3238883	3274308	0.9891809200600554	Tannerella forsythia
G001730615	3238132	6290162	0.5147931007182327	Pseudomonas simiae
G013285305	3237086	5779157	0.560131174840898	Pseudomonas rhodesiae
G006385365	3236708	3297994	0.9814171887517078	Tannerella forsythia
G001439725	3234914	6794239	0.476126023826951	Pseudomonas synxantha
G001006485	3234688	3284548	0.9848198290906389	Tannerella forsythia
G002091795	3225712	6769992	0.47647205491527905	Pseudomonas synxantha
G000368665	3208420	3782828	0.8481538150822612	Acinetobacter junii
G020297485	3202041	5868717	0.5456117580725055	Enterocloster clostridioformis
G003851555	3201117	6562330	0.48780189353476583	Pseudomonas synxantha
G003952165	3200723	7185653	0.4454324471276306	Variovorax guangxiensis
G900101085	3200648	7107763	0.45030314038326824	Pseudomonas grimontii
G900111895	3191218	6240293	0.511389128683541	Pseudomonas simiae
G000934565	3188317	6143950	0.5189360264976115	Pseudomonas simiae
G009717905	3185830	3755357	0.8483427807263064	Ruthenibacterium lactatiformans
G900447015	3179484	5827964	0.5455565614338044	Enterocloster clostridioformis
G019704495	3165493	4615174	0.6858881160276947	Stenotrophomonas pavanii
G002998435	3164051	3361794	0.9411793227068642	Bacteroides zoogleoformans
G016405625	3163170	6042215	0.5235116592176876	Pseudomonas haemolytica
G902499175	3158540	8900482	0.35487291587129777	Burkholderia aenigmatica
G009659625	3156814	6010377	0.5252272860753993	Pseudomonas haemolytica
G900454835	3155412	3171743	0.994851096069259	Prevotella denticola
G001439685	3152094	6215074	0.5071691825390977	Pseudomonas libanensis
G007858185	3148232	7041317	0.4471084031581024	Pseudomonas grimontii
G006542645	3147142	3507492	0.8972627735145227	Alistipes onderdonkii
G002959615	3146880	3570517	0.8813513561201362	[Ruminococcus] gnavus
G900637655	3145353	3168212	0.9927848893950278	Prevotella oris
G003965815	3145036	6301208	0.4991163599106711	Variovorax gossypii
G002223275	3140622	9327424	0.3367083988033566	Burkholderia aenigmatica
G000314675	3140545	5262028	0.5968316778245953	Afipia broomeae
G000144405	3131471	3168302	0.9883751612062234	Prevotella melaninogenica
G020735785	3131385	3168247	0.988365174811181	Prevotella melaninogenica
G009831375	3129944	3549191	0.8818753344071931	[Ruminococcus] gnavus
G008692035	3128917	6942827	0.45066901422144034	Pseudomonas panacis
G011761945	3121274	4788018	0.6518927038285988	Sphingomonas leidyi
G013036055	3117082	32959448	0.09457324649369128	Alternaria burnsii
G000473485	3116283	8612770	0.3618212259238317	Burkholderia cepacia
G016127955	3111773	3190416	0.9753502364581923	Actinomyces oris
G013388375	3108466	4942039	0.6289845142865121	Xanthomonas campestris
G007858175	3106162	6802296	0.45663434816714826	Pseudomonas panacis
G000614125	3104485	4887432	0.6351975843346772	Bacteroides rodentium
G016126015	3100090	3237547	0.9575428557485034	Capnocytophaga periodontitidis
G016127855	3098112	3152123	0.9828651991054917	Actinomyces naeslundii
G900444865	3095638	3344708	0.9255331108126629	Acinetobacter junii
G006546825	3095338	3169314	0.9766586712455756	Actinomyces oris
G000185845	3085111	3275361	0.9419147996205609	Prevotella salivae
G018128205	3082445	3106584	0.9922297288597379	Prevotella denticola
G000169475	3081670	3502751	0.879785631350901	[Ruminococcus] gnavus
G000368765	3081584	3357864	0.917721503908437	Acinetobacter junii
G019355975	3076717	3860338	0.7970071532596369	Acinetobacter septicus
G002079055	3073107	12093003	0.2541227352709662	Saccharomyces paradoxus
G000426585	3068800	3129637	0.9805610043592915	Prevotella baroniae
G001956585	3065974	3120610	0.9824918845994853	Actinomyces naeslundii
G007830715	3062494	3259493	0.9395614594048829	Bacteroides zoogleoformans
G000711965	3061263	4027792	0.7600350266349404	Actinomyces israelii
G000477535	3057667	3100528	0.9861762254686943	Prevotella salivae
G000285995	3057447	3119181	0.9802082662083412	Actinomyces naeslundii
G000613565	3055746	3118008	0.9800314816382767	Prevotella baroniae
G000613505	3055144	3079859	0.9919752819853117	Prevotella oris
G900454935	3046229	3108834	0.9798622248727337	Prevotella pallens
G013358205	3046157	5630578	0.5410025400589424	Phocaeicola sartorii
G000421205	3044694	3057926	0.9956728841705129	Prevotella denticola
G000430225	3040604	3554506	0.8554223849952708	Acinetobacter junii
G005121165	3039626	3576111	0.8499808870585952	Dysosmobacter welbionis
G000377685	3039101	3064115	0.9918364682787689	Prevotella oris
G001405695	3034768	5455611	0.5562654668743794	Bacteroides salyersiae
G902859845	3030962	8079290	0.3751520244972021	Burkholderia puraquae
G003269195	3030077	3055254	0.9917594412772228	Prevotella pallens
G002099195	3028017	8099754	0.37384061293713367	Burkholderia puraquae
G000220255	3024077	3128380	0.9666591015158005	Prevotella pallens
G003634345	3013421	3412180	0.8831365871671483	Coprobacter fastidiosus
G000473955	3011616	3415052	0.8818653420211464	Coprobacter fastidiosus
G016027055	3008646	3617515	0.83168860391733	Acinetobacter johnsonii
G019840805	3007086	4410127	0.6818592752544315	Escherichia ruysiae
G013385825	3006890	6595593	0.45589380666757334	Pseudomonas reactans
G001298675	3006766	4193948	0.7169297282655865	Acidovorax caeni
G000430565	3004146	3158521	0.9511242762039575	Prevotella timonensis
G000379045	3003791	4096265	0.7332999696064586	Sphingomonas melonis
G900101175	2994161	4424321	0.6767503985357302	Stenotrophomonas pavanii
G019145205	2990452	6481565	0.4613780776710563	Pseudomonas khavaziana
G016726205	2990413	3612576	0.8277785713020294	Acinetobacter ursingii
G001688725	2985089	4839927	0.6167632280404229	Bacteroides caecimuris
G000368045	2983065	3608603	0.8266536939641185	Acinetobacter johnsonii
G900116825	2979448	4154615	0.7171417808870376	Acidovorax caeni
G900446695	2979048	3053618	0.9755797876486187	Capnocytophaga sputigena
G000191065	2977831	3057887	0.9738198304907931	Prevotella multiformis
G009586235	2974491	8366908	0.3555065981363725	Burkholderia cepacia
G000455445	2974077	3217548	0.9243302664016201	Prevotella timonensis
G003994255	2972018	3784412	0.7853315125308766	Brachybacterium paraconglomeratum
G009718305	2966149	3277942	0.9048814774636037	Mediterraneibacter faecis
G002221665	2964927	4800776	0.617593280752945	Bacteroides caecimuris
